timestep,ep_rew_mean,ep_len_mean,fold%,check_call%,raise33%,raise66%,raise100%,allin%
1891521,1.3432,2.92,0.33,0.399,0.092,0.074,0.034,0.071
1892521,2.6332,3.07,0.311,0.4,0.093,0.075,0.03,0.091
1893521,2.0832,3.01,0.308,0.402,0.079,0.075,0.042,0.094
1894521,0.8652,3.14,0.337,0.409,0.084,0.055,0.038,0.077
1895521,1.568,2.96,0.328,0.403,0.073,0.064,0.051,0.081
1896521,1.2964,3.09,0.317,0.399,0.08,0.077,0.037,0.09
1897521,1.8592,3.08,0.348,0.414,0.071,0.068,0.037,0.062
1898521,2.9948,3.01,0.317,0.396,0.085,0.07,0.039,0.093
1899521,1.6016,2.83,0.32,0.409,0.08,0.071,0.037,0.083
1900521,0.6096,3.12,0.327,0.407,0.081,0.063,0.04,0.082
1901521,0.86,2.99,0.335,0.404,0.077,0.064,0.037,0.083
1902521,0.6016,3.2,0.31,0.406,0.092,0.069,0.035,0.088
1903521,1.2936,2.97,0.319,0.4,0.088,0.075,0.038,0.08
1904521,2.5216,3.07,0.316,0.4,0.085,0.088,0.03,0.081
1905521,2.9032,2.97,0.308,0.397,0.062,0.084,0.049,0.1
1906521,2.8916,2.98,0.319,0.389,0.083,0.094,0.034,0.081
1907521,2.6984,3.15,0.3,0.389,0.074,0.082,0.036,0.119
1908521,1.7732,3.05,0.314,0.39,0.067,0.096,0.034,0.099
1909521,2.7356,2.97,0.314,0.386,0.096,0.082,0.037,0.085
1910521,0.4032,3.09,0.32,0.395,0.077,0.087,0.041,0.08
1911521,1.798,3.09,0.32,0.387,0.092,0.075,0.037,0.089
1912521,1.9364,3.24,0.327,0.398,0.076,0.072,0.031,0.096
1913521,3.6988,2.94,0.306,0.382,0.097,0.078,0.032,0.105
1914521,2.2364,3.1,0.312,0.402,0.07,0.081,0.037,0.098
1915521,0.472,3.02,0.33,0.408,0.066,0.081,0.032,0.083
1916521,1.7008,2.9,0.322,0.391,0.074,0.08,0.042,0.091
1917521,2.4888,2.91,0.351,0.392,0.07,0.083,0.023,0.081
1918521,2.972,3.07,0.31,0.4,0.085,0.074,0.032,0.099
1919521,1.04,2.93,0.316,0.402,0.087,0.066,0.026,0.103
1920521,1.4648,3.04,0.347,0.409,0.064,0.075,0.025,0.08
