phase,timestep,ep_rew_mean,ep_len_mean,fold%,check_call%,raise33%,raise66%,raise100%,allin%
2,1056569,0.154,1.67,0.112,0.081,0.174,0.0,0.445,0.188
2,1057569,-0.548,1.71,0.103,0.095,0.188,0.0,0.446,0.168
2,1058569,0.702,1.64,0.099,0.092,0.187,0.0,0.432,0.19
2,1059569,-0.222,1.71,0.097,0.091,0.182,0.001,0.45,0.179
2,1060569,-0.4114,1.74,0.097,0.093,0.168,0.0,0.454,0.188
2,1061569,2.3226,1.73,0.118,0.078,0.167,0.001,0.454,0.182
2,1062569,0.3578,1.78,0.109,0.076,0.177,0.0,0.459,0.179
2,1063569,3.1034,1.79,0.101,0.093,0.205,0.0,0.444,0.157
2,1064569,0.8192,1.86,0.111,0.089,0.194,0.0,0.438,0.168
2,1065569,2.2898,1.82,0.113,0.079,0.179,0.0,0.447,0.182
2,1066569,-1.804,1.59,0.114,0.096,0.175,0.001,0.442,0.172
2,1067569,2.196,1.77,0.111,0.091,0.18,0.002,0.442,0.174
2,1068569,0.894,1.8,0.119,0.086,0.177,0.0,0.441,0.177
2,1069569,0.312,1.74,0.113,0.092,0.173,0.001,0.431,0.19
2,1070569,-0.694,1.68,0.124,0.088,0.172,0.0,0.44,0.176
2,1071569,2.4486,1.69,0.119,0.084,0.172,0.001,0.447,0.177
2,1072569,-0.5814,1.76,0.08,0.103,0.193,0.002,0.442,0.18
2,1073569,1.5486,1.64,0.12,0.072,0.169,0.001,0.46,0.178
2,1074569,0.136,1.68,0.105,0.104,0.177,0.0,0.431,0.183
2,1075569,0.5546,1.77,0.109,0.09,0.186,0.0,0.443,0.172
2,1076569,1.956,1.69,0.11,0.097,0.183,0.001,0.444,0.165
2,1077569,0.0144,1.74,0.108,0.083,0.168,0.001,0.456,0.184
2,1078569,2.59,1.76,0.123,0.066,0.174,0.001,0.446,0.19
2,1079569,0.5,1.55,0.106,0.082,0.183,0.001,0.446,0.182
2,1080569,0.792,1.64,0.112,0.079,0.156,0.001,0.461,0.191
2,1081569,0.686,1.74,0.109,0.081,0.173,0.004,0.445,0.188
2,1082569,0.532,1.63,0.11,0.078,0.176,0.001,0.45,0.185
2,1083569,2.39,1.73,0.113,0.084,0.168,0.002,0.449,0.184
2,1084569,2.1372,1.74,0.106,0.086,0.183,0.003,0.44,0.182
2,1085569,1.7466,1.79,0.108,0.088,0.186,0.001,0.442,0.175
2,1086569,-0.6152,1.72,0.111,0.083,0.165,0.002,0.443,0.196
2,1087569,-0.314,1.67,0.106,0.084,0.164,0.003,0.461,0.182
2,1088569,0.032,1.75,0.095,0.079,0.17,0.0,0.459,0.197
2,1089569,-1.116,1.74,0.105,0.084,0.178,0.0,0.45,0.183
2,1090569,-0.0466,1.74,0.11,0.088,0.199,0.003,0.444,0.156
2,1091569,-0.948,1.71,0.106,0.078,0.182,0.002,0.436,0.196
2,1092569,0.138,1.74,0.1,0.083,0.159,0.001,0.461,0.196
2,1093569,-0.008,1.69,0.098,0.092,0.185,0.001,0.444,0.18
2,1094569,0.928,1.8,0.099,0.081,0.2,0.001,0.437,0.182
2,1095569,-0.0102,1.74,0.121,0.087,0.186,0.004,0.43,0.172
2,1096569,1.7826,1.6,0.121,0.07,0.17,0.002,0.47,0.167
2,1097569,1.1532,1.71,0.1,0.095,0.182,0.002,0.439,0.182
2,1098569,0.5062,1.64,0.094,0.083,0.175,0.001,0.456,0.191
2,1099569,3.209,1.69,0.115,0.08,0.181,0.0,0.452,0.172
2,1100569,2.738,1.54,0.109,0.081,0.185,0.0,0.445,0.18
2,1101569,0.6426,1.77,0.106,0.093,0.209,0.0,0.436,0.156
2,1102569,3.102,1.67,0.118,0.084,0.201,0.003,0.445,0.149
2,1103569,1.9606,1.82,0.098,0.09,0.193,0.001,0.453,0.165
2,1104569,1.0406,1.74,0.128,0.077,0.185,0.001,0.441,0.168
2,1105569,0.0454,1.7,0.122,0.092,0.191,0.0,0.451,0.144
2,1106569,0.6808,1.65,0.145,0.095,0.18,0.0,0.431,0.149
2,1107569,-0.918,1.8,0.112,0.086,0.186,0.001,0.457,0.158
2,1108569,-0.468,1.74,0.125,0.088,0.192,0.0,0.44,0.155
2,1109569,-0.468,1.65,0.099,0.093,0.202,0.001,0.442,0.163
2,1110569,0.0018,1.73,0.11,0.093,0.179,0.004,0.437,0.177
2,1111569,0.318,1.67,0.104,0.096,0.197,0.001,0.445,0.157
2,1112569,2.0592,1.73,0.114,0.081,0.19,0.002,0.452,0.161
2,1113569,-1.25,1.61,0.112,0.086,0.202,0.001,0.451,0.148
2,1114569,1.4448,1.92,0.095,0.099,0.23,0.003,0.434,0.139
2,1115569,-1.262,1.71,0.107,0.088,0.202,0.003,0.446,0.154
2,1116569,0.418,1.81,0.079,0.084,0.222,0.003,0.455,0.157
2,1117569,0.3112,1.65,0.096,0.074,0.183,0.007,0.465,0.175
2,1118569,0.6326,1.58,0.099,0.079,0.184,0.005,0.452,0.181
2,1119569,1.352,1.65,0.087,0.111,0.2,0.005,0.443,0.154
2,1120569,1.846,1.7,0.094,0.099,0.186,0.008,0.45,0.163
2,1121569,-0.4654,1.61,0.086,0.098,0.196,0.005,0.447,0.168
2,1122569,-0.4976,1.66,0.111,0.096,0.188,0.006,0.438,0.161
2,1123569,1.742,1.7,0.101,0.103,0.177,0.006,0.444,0.169
2,1124569,2.7406,1.75,0.083,0.109,0.199,0.008,0.438,0.163
2,1125569,2.2358,1.71,0.115,0.078,0.184,0.001,0.462,0.16
2,1126569,0.9686,1.62,0.114,0.097,0.171,0.005,0.447,0.166
2,1127569,1.8366,1.77,0.106,0.083,0.183,0.003,0.449,0.176
2,1128569,-0.494,1.66,0.094,0.072,0.182,0.008,0.466,0.178
2,1129569,-0.136,1.57,0.1,0.08,0.183,0.005,0.458,0.174
2,1130569,0.402,1.73,0.094,0.085,0.19,0.004,0.461,0.166
2,1131569,0.4932,1.62,0.092,0.121,0.191,0.007,0.442,0.147
2,1132569,0.304,1.74,0.094,0.088,0.187,0.01,0.457,0.164
2,1133569,3.2166,1.8,0.095,0.091,0.178,0.01,0.458,0.168
2,1134569,2.056,1.63,0.123,0.08,0.175,0.004,0.449,0.169
2,1135569,1.19,1.75,0.095,0.081,0.198,0.001,0.458,0.167
2,1136569,-1.3932,1.71,0.101,0.09,0.196,0.001,0.456,0.156
2,1137569,-0.898,1.74,0.093,0.091,0.193,0.0,0.444,0.179
2,1138569,0.716,1.6,0.085,0.086,0.204,0.004,0.448,0.173
2,1139569,0.936,1.68,0.1,0.09,0.178,0.005,0.444,0.183
2,1140569,1.17,1.7,0.11,0.084,0.188,0.003,0.452,0.163
2,1141569,2.984,1.91,0.109,0.079,0.192,0.003,0.445,0.172
2,1142569,-1.4194,1.73,0.101,0.081,0.196,0.0,0.453,0.169
2,1143569,2.412,1.78,0.077,0.093,0.191,0.006,0.454,0.179
2,1144569,0.0706,1.73,0.1,0.07,0.202,0.005,0.458,0.165
2,1145569,0.928,1.61,0.108,0.074,0.162,0.003,0.464,0.189
2,1146569,1.282,1.66,0.101,0.074,0.173,0.003,0.453,0.196
2,1147569,0.108,1.73,0.104,0.09,0.181,0.002,0.452,0.171
2,1148569,3.0678,1.78,0.079,0.071,0.201,0.004,0.466,0.179
2,1149569,2.454,1.75,0.091,0.074,0.173,0.003,0.47,0.189
2,1150569,1.2366,1.78,0.116,0.067,0.168,0.004,0.471,0.174
2,1151569,1.7176,1.79,0.088,0.086,0.186,0.005,0.463,0.172
2,1152569,0.574,1.79,0.095,0.09,0.166,0.003,0.46,0.186
2,1153569,1.6716,1.65,0.087,0.088,0.183,0.004,0.46,0.178
2,1154569,2.5658,1.58,0.099,0.092,0.172,0.008,0.451,0.178
2,1155569,1.93,1.66,0.111,0.084,0.183,0.003,0.443,0.176
2,1156569,2.5,1.65,0.087,0.088,0.183,0.006,0.456,0.18
2,1157569,0.906,1.64,0.102,0.088,0.179,0.009,0.456,0.166
2,1158569,0.002,1.71,0.088,0.082,0.174,0.013,0.458,0.185
2,1159569,1.9754,1.68,0.086,0.081,0.155,0.01,0.46,0.208
2,1160569,0.76,1.63,0.086,0.084,0.167,0.009,0.456,0.198
2,1161569,1.47,1.64,0.112,0.085,0.141,0.011,0.45,0.201
2,1162569,0.882,1.76,0.102,0.075,0.155,0.008,0.463,0.197
2,1163569,0.3046,1.72,0.099,0.09,0.182,0.011,0.447,0.171
2,1164569,0.0078,1.62,0.091,0.084,0.186,0.003,0.454,0.182
2,1165569,0.828,1.67,0.085,0.092,0.188,0.005,0.445,0.185
2,1166569,0.1086,1.61,0.094,0.083,0.179,0.004,0.459,0.181
2,1167569,-1.1932,1.61,0.099,0.083,0.175,0.006,0.456,0.181
2,1168569,1.4352,1.71,0.105,0.082,0.183,0.014,0.442,0.174
2,1169569,1.3952,1.69,0.089,0.096,0.189,0.01,0.44,0.176
2,1170569,0.0778,1.74,0.102,0.091,0.194,0.002,0.441,0.17
2,1171569,0.8268,1.65,0.088,0.074,0.16,0.011,0.468,0.199
2,1172569,2.828,1.67,0.102,0.078,0.197,0.003,0.453,0.167
2,1173569,1.442,1.67,0.096,0.083,0.183,0.004,0.441,0.193
2,1174569,0.8878,1.65,0.084,0.087,0.183,0.002,0.459,0.185
2,1175569,0.132,1.59,0.109,0.092,0.197,0.002,0.437,0.163
2,1176569,0.0946,1.7,0.101,0.084,0.168,0.008,0.458,0.181
2,1177569,0.3534,1.71,0.102,0.081,0.19,0.003,0.454,0.17
2,1178569,-0.44,1.68,0.099,0.089,0.196,0.006,0.438,0.172
2,1179569,0.1266,1.67,0.116,0.087,0.172,0.005,0.449,0.171
2,1180569,0.245,1.77,0.102,0.087,0.186,0.004,0.44,0.181
2,1181569,-0.904,1.79,0.107,0.096,0.194,0.006,0.438,0.159
2,1182569,1.9194,1.74,0.106,0.092,0.163,0.004,0.447,0.188
2,1183569,0.3152,1.66,0.091,0.084,0.189,0.004,0.457,0.175
2,1184569,1.282,1.66,0.083,0.086,0.175,0.001,0.464,0.191
2,1185569,0.5154,1.73,0.092,0.087,0.194,0.003,0.458,0.166
2,1186569,3.418,1.66,0.098,0.098,0.183,0.001,0.454,0.166
2,1187569,0.8318,1.55,0.088,0.095,0.205,0.002,0.455,0.155
2,1188569,0.602,1.64,0.122,0.092,0.162,0.002,0.468,0.154
2,1189569,0.718,1.61,0.119,0.069,0.159,0.004,0.469,0.18
2,1190569,0.17,1.82,0.103,0.085,0.184,0.001,0.46,0.167
2,1191569,-0.1136,1.76,0.105,0.073,0.187,0.001,0.456,0.178
2,1192569,2.036,1.68,0.114,0.078,0.179,0.002,0.45,0.177
2,1193569,-0.2376,1.68,0.121,0.084,0.193,0.001,0.449,0.152
2,1194569,0.4698,1.61,0.121,0.076,0.185,0.003,0.459,0.156
2,1195569,-0.0336,1.77,0.1,0.08,0.194,0.001,0.455,0.17
2,1196569,1.6164,1.71,0.099,0.081,0.196,0.005,0.469,0.15
2,1197569,0.506,1.69,0.102,0.067,0.185,0.001,0.471,0.174
2,1198569,-0.3496,1.67,0.099,0.075,0.185,0.005,0.457,0.179
2,1199569,1.1918,1.61,0.101,0.077,0.174,0.004,0.457,0.187
2,1200569,1.573,1.7,0.105,0.084,0.179,0.005,0.461,0.166
2,1201569,1.0832,1.67,0.13,0.078,0.167,0.004,0.458,0.163
2,1202569,0.6676,1.62,0.101,0.08,0.177,0.008,0.463,0.171
2,1203569,2.2358,1.69,0.099,0.083,0.172,0.007,0.462,0.177
2,1204569,1.6928,1.66,0.092,0.095,0.212,0.003,0.451,0.147
2,1205569,-1.1966,1.77,0.105,0.075,0.174,0.002,0.46,0.184
2,1206569,-0.8142,1.72,0.104,0.084,0.205,0.004,0.447,0.156
2,1207569,-1.7202,1.66,0.113,0.073,0.171,0.002,0.463,0.178
2,1208569,1.6026,1.71,0.113,0.08,0.195,0.002,0.45,0.16
2,1209569,0.9978,1.68,0.106,0.082,0.182,0.001,0.466,0.163
2,1210569,0.2018,1.7,0.134,0.093,0.17,0.005,0.443,0.155
2,1211569,0.0646,1.64,0.105,0.08,0.184,0.005,0.461,0.165
2,1212569,1.47,1.62,0.1,0.077,0.177,0.006,0.459,0.181
2,1213569,1.12,1.56,0.119,0.086,0.18,0.006,0.452,0.157
2,1214569,-1.1654,1.96,0.108,0.085,0.186,0.004,0.465,0.152
2,1215569,1.4926,1.66,0.103,0.077,0.173,0.001,0.466,0.18
2,1216569,0.5358,1.71,0.106,0.078,0.179,0.001,0.471,0.165
2,1217569,0.3584,1.67,0.109,0.089,0.178,0.002,0.46,0.162
2,1218569,2.3674,1.59,0.107,0.091,0.182,0.001,0.464,0.155
2,1219569,1.47,1.69,0.095,0.091,0.181,0.004,0.463,0.166
2,1220569,1.3408,1.7,0.092,0.093,0.175,0.001,0.461,0.178
2,1221569,0.2686,1.76,0.116,0.102,0.191,0.001,0.441,0.149
2,1222569,-0.8934,1.8,0.096,0.078,0.175,0.004,0.472,0.175
2,1223569,0.9432,1.76,0.105,0.094,0.166,0.002,0.474,0.159
2,1224569,2.2946,1.56,0.094,0.089,0.184,0.0,0.464,0.169
2,1225569,1.668,1.65,0.113,0.087,0.184,0.0,0.463,0.153
2,1226569,0.3226,1.68,0.098,0.092,0.186,0.003,0.454,0.167
2,1227569,-0.1132,1.66,0.102,0.098,0.185,0.0,0.449,0.166
2,1228569,0.892,1.58,0.112,0.098,0.175,0.003,0.455,0.157
2,1229569,-0.2212,1.75,0.097,0.087,0.177,0.002,0.463,0.174
2,1230569,-1.3942,1.61,0.117,0.098,0.174,0.003,0.451,0.157
2,1231569,2.5098,1.66,0.11,0.093,0.187,0.001,0.453,0.156
2,1232569,0.594,1.57,0.138,0.093,0.173,0.003,0.439,0.154
2,1233569,-0.0864,1.62,0.12,0.106,0.172,0.0,0.445,0.157
2,1234569,0.5698,1.58,0.11,0.103,0.175,0.005,0.436,0.171
2,1235569,-1.23,1.75,0.107,0.097,0.169,0.001,0.449,0.177
2,1236569,0.322,1.85,0.106,0.105,0.175,0.001,0.447,0.166
2,1237569,-0.7454,1.62,0.127,0.084,0.188,0.003,0.445,0.153
2,1238569,0.1464,1.7,0.113,0.083,0.179,0.002,0.464,0.159
2,1239569,-0.454,1.71,0.097,0.099,0.177,0.004,0.447,0.176
2,1240569,-1.067,1.75,0.118,0.078,0.177,0.005,0.453,0.169
2,1241569,-1.3426,1.68,0.119,0.102,0.174,0.002,0.435,0.168
2,1242569,1.3054,1.71,0.123,0.093,0.173,0.005,0.447,0.159
2,1243569,-0.5784,1.7,0.127,0.096,0.169,0.007,0.451,0.15
2,1244569,-0.439,1.7,0.114,0.105,0.185,0.002,0.442,0.152
2,1245569,0.3384,1.75,0.101,0.097,0.185,0.003,0.453,0.161
2,1246569,1.7174,1.82,0.11,0.103,0.171,0.006,0.456,0.154
2,1247569,0.1068,1.63,0.111,0.101,0.165,0.003,0.455,0.165
2,1248569,0.4206,1.69,0.101,0.118,0.181,0.008,0.437,0.155
2,1249569,0.2826,1.69,0.117,0.08,0.157,0.006,0.467,0.173
2,1250569,1.0652,1.69,0.087,0.099,0.18,0.004,0.452,0.178
2,1251569,1.274,1.63,0.111,0.097,0.163,0.009,0.463,0.157
2,1252569,0.4552,1.69,0.116,0.091,0.169,0.004,0.459,0.161
2,1253569,0.7266,1.69,0.115,0.078,0.141,0.005,0.475,0.186
2,1254569,2.6246,1.61,0.101,0.091,0.161,0.003,0.455,0.189
2,1255569,1.5606,1.76,0.099,0.079,0.154,0.002,0.465,0.201
2,1256569,1.258,1.7,0.126,0.081,0.171,0.004,0.459,0.159
2,1257569,1.7252,1.64,0.116,0.097,0.16,0.003,0.452,0.172
2,1258569,-0.4412,1.7,0.127,0.083,0.16,0.002,0.455,0.173
2,1259569,-0.7836,1.74,0.114,0.08,0.143,0.009,0.476,0.178
2,1260569,1.0852,1.59,0.105,0.096,0.173,0.008,0.451,0.167
2,1261569,-1.1574,1.64,0.117,0.092,0.159,0.012,0.457,0.163
2,1262569,0.6566,1.63,0.113,0.086,0.172,0.002,0.461,0.166
2,1263569,0.2934,1.63,0.088,0.093,0.175,0.007,0.469,0.168
2,1264569,1.8084,1.69,0.094,0.086,0.188,0.009,0.447,0.176
2,1265569,-0.0842,1.64,0.121,0.095,0.182,0.004,0.453,0.145
2,1266569,2.0586,1.6,0.119,0.094,0.157,0.011,0.453,0.166
2,1267569,-0.8434,1.66,0.113,0.085,0.166,0.008,0.462,0.166
2,1268569,-0.2294,1.65,0.122,0.08,0.156,0.006,0.459,0.177
2,1269569,0.7594,1.72,0.111,0.086,0.163,0.006,0.464,0.17
2,1270569,0.8872,1.69,0.103,0.095,0.168,0.01,0.447,0.177
2,1271569,0.0012,1.58,0.122,0.095,0.174,0.009,0.435,0.165
2,1272569,2.2546,1.69,0.117,0.078,0.171,0.01,0.459,0.165
2,1273569,0.1814,1.72,0.113,0.085,0.174,0.007,0.454,0.167
2,1274569,1.6886,1.66,0.103,0.085,0.151,0.014,0.466,0.181
2,1275569,1.3412,1.71,0.114,0.097,0.181,0.008,0.435,0.165
2,1276569,0.0734,1.59,0.12,0.086,0.178,0.01,0.45,0.156
2,1277569,-1.4714,1.7,0.102,0.086,0.173,0.013,0.462,0.164
2,1278569,-0.438,1.75,0.101,0.105,0.201,0.006,0.437,0.15
2,1279569,1.2058,1.61,0.098,0.088,0.176,0.007,0.453,0.178
2,1280569,-1.404,1.61,0.13,0.083,0.174,0.008,0.442,0.163
2,1281569,-1.24,1.63,0.124,0.088,0.171,0.01,0.438,0.169
2,1282569,0.7262,1.67,0.107,0.094,0.169,0.006,0.454,0.17
2,1283569,-0.8682,1.6,0.117,0.093,0.179,0.008,0.443,0.16
2,1284569,0.2058,1.67,0.101,0.088,0.165,0.007,0.456,0.183
2,1285569,-0.3074,1.8,0.126,0.094,0.175,0.002,0.45,0.153
2,1286569,1.1564,1.65,0.111,0.083,0.172,0.011,0.463,0.16
2,1287569,0.796,1.7,0.117,0.075,0.177,0.013,0.453,0.165
2,1288569,0.5286,1.69,0.116,0.077,0.17,0.008,0.465,0.164
2,1289569,1.6338,1.65,0.104,0.083,0.166,0.012,0.467,0.168
2,1290569,-1.4912,1.86,0.105,0.091,0.182,0.011,0.46,0.151
2,1291569,2.3912,1.63,0.12,0.083,0.17,0.006,0.459,0.162
2,1292569,0.304,1.63,0.124,0.078,0.161,0.005,0.465,0.167
2,1293569,1.0288,1.72,0.12,0.086,0.165,0.011,0.442,0.176
2,1294569,0.0784,1.65,0.128,0.101,0.168,0.01,0.445,0.148
2,1295569,0.4552,1.64,0.12,0.103,0.188,0.011,0.434,0.144
2,1296569,0.2136,1.77,0.12,0.077,0.16,0.009,0.46,0.174
2,1297569,1.2626,1.65,0.12,0.092,0.182,0.014,0.446,0.146
2,1298569,0.7204,1.74,0.107,0.084,0.159,0.014,0.446,0.19
2,1299569,0.6418,1.53,0.118,0.089,0.185,0.009,0.435,0.164
2,1300569,2.02,1.56,0.126,0.086,0.176,0.008,0.441,0.163
2,1301569,1.7958,1.64,0.109,0.092,0.187,0.009,0.445,0.158
2,1302569,-0.816,1.72,0.094,0.092,0.174,0.014,0.459,0.167
2,1303569,0.5732,1.68,0.098,0.096,0.203,0.008,0.434,0.161
2,1304569,1.3732,1.78,0.109,0.092,0.176,0.014,0.451,0.158
2,1305569,2.0492,1.69,0.113,0.08,0.184,0.006,0.445,0.172
2,1306569,-0.0618,1.69,0.121,0.085,0.164,0.015,0.453,0.162
2,1307569,0.052,1.7,0.082,0.085,0.194,0.012,0.465,0.162
2,1308569,1.663,1.64,0.093,0.101,0.188,0.012,0.449,0.157
2,1309569,2.3956,1.74,0.122,0.075,0.161,0.011,0.464,0.167
2,1310569,1.636,1.7,0.114,0.09,0.186,0.01,0.447,0.153
2,1311569,1.2536,1.75,0.102,0.1,0.177,0.012,0.459,0.15
2,1312569,0.4386,1.82,0.114,0.094,0.165,0.012,0.453,0.162
2,1313569,0.0886,1.75,0.109,0.087,0.158,0.014,0.456,0.176
2,1314569,0.2966,1.7,0.108,0.091,0.16,0.02,0.458,0.163
2,1315569,-0.38,1.74,0.117,0.085,0.16,0.013,0.455,0.17
2,1316569,0.6846,1.81,0.102,0.083,0.163,0.015,0.46,0.177
2,1317569,0.6618,1.8,0.093,0.1,0.171,0.013,0.443,0.18
2,1318569,1.0456,1.77,0.096,0.092,0.181,0.011,0.463,0.157
2,1319569,-0.3254,1.71,0.113,0.11,0.173,0.016,0.447,0.141
2,1320569,0.802,1.57,0.097,0.091,0.171,0.015,0.453,0.173
2,1321569,1.354,1.66,0.094,0.107,0.171,0.013,0.45,0.165
2,1322569,0.0212,1.73,0.108,0.096,0.17,0.01,0.45,0.166
2,1323569,1.9198,1.74,0.104,0.086,0.147,0.013,0.471,0.179
2,1324569,3.0002,1.71,0.114,0.084,0.163,0.022,0.449,0.168
2,1325569,-0.2746,1.62,0.102,0.098,0.176,0.016,0.454,0.154
2,1326569,0.3558,1.58,0.116,0.092,0.156,0.017,0.453,0.166
2,1327569,0.7188,1.62,0.106,0.087,0.165,0.016,0.456,0.17
2,1328569,1.514,1.73,0.128,0.08,0.148,0.011,0.463,0.17
2,1329569,-0.098,1.64,0.115,0.083,0.147,0.012,0.462,0.181
2,1330569,0.6496,1.57,0.115,0.092,0.15,0.017,0.454,0.172
2,1331569,0.4324,1.66,0.119,0.086,0.158,0.022,0.455,0.16
2,1332569,1.1944,1.67,0.098,0.089,0.157,0.014,0.464,0.178
2,1333569,0.832,1.66,0.1,0.096,0.174,0.013,0.453,0.164
2,1334569,0.4226,1.68,0.113,0.088,0.162,0.019,0.451,0.167
2,1335569,1.24,1.63,0.128,0.08,0.156,0.015,0.461,0.16
2,1336569,0.7616,1.87,0.107,0.083,0.158,0.011,0.468,0.173
2,1337569,0.3246,1.59,0.104,0.092,0.153,0.01,0.461,0.18
2,1338569,-0.4696,1.75,0.101,0.092,0.155,0.012,0.468,0.172
2,1339569,0.6272,1.72,0.099,0.096,0.173,0.009,0.456,0.167
2,1340569,0.706,1.72,0.1,0.078,0.158,0.009,0.468,0.187
2,1341569,-0.694,1.53,0.097,0.097,0.169,0.013,0.463,0.161
2,1342569,-1.1414,1.75,0.113,0.102,0.172,0.01,0.444,0.159
2,1343569,-1.0132,1.71,0.114,0.091,0.145,0.009,0.462,0.179
2,1344569,0.251,1.84,0.106,0.093,0.158,0.013,0.458,0.172
2,1345569,0.2038,1.71,0.108,0.091,0.178,0.007,0.456,0.16
2,1346569,0.2308,1.64,0.105,0.082,0.143,0.016,0.473,0.181
2,1347569,2.3092,1.59,0.111,0.089,0.154,0.012,0.452,0.182
2,1348569,1.7812,1.6,0.126,0.085,0.156,0.02,0.453,0.16
2,1349569,1.6462,1.72,0.109,0.096,0.158,0.017,0.457,0.163
2,1350569,-0.5046,1.65,0.113,0.104,0.151,0.016,0.448,0.168
2,1351569,1.2986,1.72,0.118,0.1,0.144,0.018,0.447,0.173
2,1352569,-0.2774,1.79,0.106,0.092,0.152,0.014,0.461,0.175
2,1353569,-0.052,1.63,0.132,0.098,0.16,0.019,0.442,0.149
2,1354569,2.0788,1.61,0.102,0.115,0.152,0.018,0.452,0.161
2,1355569,1.3378,1.66,0.108,0.101,0.156,0.013,0.446,0.176
2,1356569,-0.196,1.72,0.104,0.112,0.143,0.023,0.446,0.172
2,1357569,-0.528,1.7,0.1,0.118,0.156,0.016,0.438,0.172
2,1358569,1.9936,1.71,0.101,0.09,0.15,0.01,0.473,0.176
2,1359569,0.9,1.64,0.109,0.105,0.157,0.015,0.459,0.155
2,1360569,0.6106,1.66,0.095,0.107,0.162,0.011,0.442,0.183
2,1361569,0.16,1.74,0.112,0.096,0.153,0.008,0.45,0.181
