phase,timestep,ep_rew_mean,ep_len_mean,fold%,check_call%,raise33%,raise66%,raise100%,allin%
2,872809,1.092,1.58,0.159,0.035,0.129,0.027,0.494,0.156
2,873809,1.514,1.67,0.151,0.051,0.146,0.045,0.47,0.137
2,874809,1.4248,1.68,0.134,0.046,0.146,0.041,0.481,0.152
2,875809,-0.767,1.57,0.155,0.054,0.144,0.041,0.471,0.135
2,876809,1.38,1.64,0.141,0.04,0.153,0.035,0.478,0.153
2,877809,1.8522,1.55,0.131,0.056,0.149,0.045,0.473,0.146
2,878809,0.5598,1.53,0.122,0.056,0.141,0.049,0.472,0.16
2,879809,-0.8358,1.69,0.121,0.057,0.161,0.033,0.484,0.144
2,880809,0.8,1.44,0.126,0.052,0.136,0.05,0.483,0.153
2,881809,0.6366,1.61,0.121,0.046,0.151,0.027,0.494,0.161
2,882809,1.2738,1.55,0.118,0.038,0.15,0.05,0.507,0.137
2,883809,0.8046,1.68,0.132,0.053,0.147,0.033,0.476,0.159
2,884809,-0.206,1.58,0.119,0.057,0.158,0.042,0.477,0.147
2,885809,1.5,1.6,0.124,0.052,0.152,0.039,0.492,0.141
2,886809,0.08,1.68,0.139,0.058,0.16,0.043,0.466,0.134
2,887809,-0.288,1.63,0.138,0.053,0.15,0.051,0.472,0.136
2,888809,-0.0158,1.49,0.13,0.054,0.141,0.036,0.477,0.162
2,889809,0.894,1.65,0.137,0.065,0.163,0.043,0.456,0.136
2,890809,1.317,1.75,0.129,0.055,0.158,0.039,0.469,0.15
2,891809,1.202,1.6,0.129,0.054,0.158,0.034,0.472,0.153
2,892809,1.256,1.63,0.128,0.054,0.161,0.035,0.474,0.148
2,893809,0.772,1.61,0.137,0.065,0.15,0.04,0.46,0.148
2,894809,-0.618,1.61,0.123,0.056,0.146,0.032,0.488,0.155
2,895809,-0.4574,1.55,0.13,0.045,0.159,0.033,0.473,0.16
2,896809,2.154,1.56,0.122,0.056,0.173,0.033,0.47,0.146
2,897809,-1.1126,1.71,0.119,0.06,0.175,0.02,0.477,0.149
2,898809,0.829,1.57,0.119,0.058,0.171,0.032,0.469,0.151
2,899809,1.5556,1.53,0.118,0.054,0.158,0.033,0.466,0.171
2,900809,-0.04,1.57,0.118,0.063,0.184,0.013,0.477,0.145
2,901809,1.136,1.61,0.112,0.059,0.181,0.022,0.47,0.156
2,902809,1.5426,1.73,0.109,0.066,0.199,0.016,0.461,0.149
2,903809,0.4032,1.66,0.099,0.072,0.204,0.015,0.466,0.144
2,904809,0.4324,1.65,0.108,0.066,0.197,0.019,0.468,0.142
2,905809,0.6176,1.68,0.106,0.055,0.167,0.031,0.474,0.167
2,906809,0.648,1.69,0.111,0.073,0.19,0.019,0.461,0.146
2,907809,1.8396,1.63,0.112,0.065,0.187,0.02,0.474,0.142
2,908809,0.124,1.73,0.107,0.072,0.176,0.036,0.469,0.14
2,909809,-0.504,1.74,0.114,0.063,0.172,0.029,0.471,0.151
2,910809,1.0788,1.75,0.11,0.063,0.169,0.037,0.467,0.154
2,911809,0.2966,1.64,0.114,0.066,0.179,0.029,0.471,0.141
2,912809,1.6026,1.63,0.082,0.065,0.193,0.024,0.478,0.158
2,913809,2.046,1.64,0.089,0.071,0.185,0.031,0.466,0.158
2,914809,2.7234,1.58,0.075,0.06,0.173,0.026,0.487,0.179
2,915809,0.9138,1.67,0.09,0.065,0.176,0.035,0.471,0.163
2,916809,1.418,1.59,0.113,0.063,0.174,0.023,0.463,0.164
2,917809,1.334,1.69,0.076,0.076,0.178,0.025,0.465,0.18
2,918809,-0.538,1.61,0.091,0.055,0.179,0.02,0.474,0.181
2,919809,1.5702,1.62,0.073,0.074,0.174,0.029,0.475,0.175
2,920809,0.142,1.63,0.1,0.071,0.195,0.025,0.465,0.144
2,921809,2.676,1.56,0.12,0.069,0.181,0.026,0.458,0.146
2,922809,1.4794,1.67,0.098,0.076,0.182,0.031,0.464,0.149
2,923809,1.7726,1.8,0.097,0.069,0.174,0.027,0.471,0.162
2,924809,2.081,1.67,0.099,0.069,0.181,0.026,0.465,0.16
2,925809,1.8098,1.77,0.095,0.084,0.185,0.025,0.457,0.154
2,926809,0.0926,1.57,0.089,0.08,0.18,0.027,0.461,0.163
2,927809,1.0252,1.66,0.096,0.082,0.174,0.025,0.456,0.167
2,928809,0.2778,1.6,0.086,0.067,0.175,0.025,0.477,0.17
2,929809,1.2672,1.83,0.109,0.061,0.176,0.026,0.465,0.163
2,930809,0.5326,1.74,0.075,0.08,0.209,0.029,0.456,0.151
2,931809,-1.156,1.63,0.106,0.078,0.194,0.015,0.453,0.154
2,932809,-0.976,1.68,0.102,0.076,0.179,0.015,0.46,0.168
2,933809,-0.1554,1.62,0.095,0.064,0.197,0.02,0.466,0.158
2,934809,0.5992,1.74,0.102,0.09,0.188,0.024,0.45,0.146
2,935809,-0.432,1.69,0.092,0.078,0.167,0.02,0.468,0.175
2,936809,-0.688,1.75,0.085,0.085,0.182,0.025,0.444,0.179
2,937809,0.078,1.67,0.079,0.069,0.177,0.027,0.467,0.181
2,938809,-1.754,1.64,0.095,0.06,0.16,0.024,0.477,0.184
2,939809,-0.7374,1.59,0.096,0.073,0.157,0.028,0.472,0.174
2,940809,0.4286,1.53,0.114,0.057,0.184,0.023,0.466,0.156
2,941809,1.5512,1.61,0.104,0.077,0.189,0.017,0.447,0.166
2,942809,0.736,1.64,0.093,0.081,0.205,0.012,0.454,0.155
2,943809,0.9686,1.67,0.114,0.068,0.178,0.015,0.456,0.169
2,944809,0.542,1.78,0.103,0.069,0.154,0.018,0.47,0.186
2,945809,0.2636,1.66,0.093,0.082,0.182,0.026,0.439,0.178
2,946809,1.954,1.64,0.112,0.071,0.17,0.024,0.451,0.172
2,947809,0.3578,1.67,0.1,0.072,0.182,0.017,0.454,0.175
2,948809,0.0744,1.65,0.086,0.074,0.173,0.033,0.457,0.177
2,949809,1.066,1.6,0.078,0.072,0.183,0.031,0.465,0.171
2,950809,0.469,1.75,0.091,0.08,0.193,0.02,0.458,0.158
2,951809,1.9766,1.77,0.083,0.078,0.186,0.026,0.449,0.178
2,952809,0.84,1.64,0.086,0.072,0.193,0.024,0.464,0.161
2,953809,0.9484,1.63,0.082,0.081,0.207,0.016,0.453,0.161
2,954809,-1.7294,1.72,0.082,0.086,0.176,0.024,0.448,0.184
2,955809,1.2232,1.73,0.097,0.065,0.191,0.014,0.465,0.168
2,956809,1.664,1.74,0.111,0.09,0.178,0.016,0.442,0.163
2,957809,0.2906,1.68,0.079,0.083,0.176,0.01,0.458,0.194
2,958809,1.6126,1.75,0.088,0.099,0.201,0.017,0.438,0.157
2,959809,1.334,1.69,0.08,0.08,0.174,0.014,0.465,0.187
2,960809,0.502,1.72,0.092,0.081,0.182,0.016,0.45,0.179
2,961809,0.15,1.58,0.089,0.08,0.172,0.014,0.456,0.189
2,962809,0.968,1.69,0.084,0.08,0.19,0.014,0.457,0.175
2,963809,1.054,1.79,0.083,0.086,0.184,0.01,0.456,0.181
2,964809,0.6488,1.7,0.084,0.077,0.173,0.007,0.47,0.189
2,965809,1.5746,1.73,0.088,0.088,0.181,0.011,0.462,0.17
2,966809,-0.3984,1.74,0.077,0.091,0.192,0.008,0.449,0.183
2,967809,-1.1938,1.81,0.085,0.086,0.192,0.008,0.453,0.176
2,968809,1.992,1.77,0.08,0.076,0.2,0.01,0.454,0.18
2,969809,-0.2308,1.83,0.085,0.092,0.193,0.019,0.453,0.158
2,970809,-0.784,1.82,0.094,0.08,0.182,0.016,0.446,0.182
2,971809,2.556,1.78,0.098,0.086,0.194,0.01,0.444,0.168
2,972809,0.7262,1.55,0.091,0.087,0.192,0.016,0.449,0.165
2,973809,1.968,1.63,0.072,0.079,0.19,0.014,0.459,0.186
2,974809,-0.084,1.79,0.087,0.095,0.207,0.01,0.437,0.164
2,975809,2.1146,1.8,0.087,0.098,0.197,0.014,0.445,0.159
2,976809,-0.658,1.55,0.08,0.072,0.194,0.009,0.469,0.176
2,977809,0.708,1.76,0.093,0.091,0.183,0.014,0.444,0.175
2,978809,-0.334,1.64,0.095,0.081,0.195,0.012,0.438,0.179
2,979809,1.308,1.85,0.096,0.076,0.191,0.011,0.45,0.176
2,980809,1.632,1.67,0.091,0.087,0.197,0.009,0.446,0.17
2,981809,-0.0314,1.68,0.088,0.092,0.199,0.008,0.445,0.168
2,982809,0.0262,1.73,0.078,0.101,0.197,0.013,0.448,0.163
2,983809,0.4592,1.65,0.082,0.089,0.177,0.016,0.463,0.173
2,984809,-1.484,1.73,0.095,0.09,0.192,0.015,0.444,0.164
2,985809,-0.2514,1.84,0.105,0.097,0.186,0.008,0.438,0.166
2,986809,1.0606,1.7,0.09,0.097,0.189,0.012,0.456,0.156
2,987809,-0.3342,1.78,0.078,0.098,0.18,0.01,0.454,0.18
2,988809,1.298,1.64,0.088,0.093,0.188,0.012,0.444,0.175
2,989809,-0.1188,1.84,0.106,0.082,0.197,0.009,0.445,0.161
2,990809,0.5166,1.69,0.102,0.089,0.176,0.018,0.442,0.173
2,991809,2.0948,1.74,0.087,0.092,0.192,0.007,0.451,0.171
2,992809,0.498,1.84,0.09,0.082,0.203,0.007,0.437,0.181
2,993809,-0.482,1.81,0.105,0.082,0.188,0.009,0.449,0.167
2,994809,0.537,1.85,0.101,0.088,0.186,0.014,0.448,0.163
2,995809,1.8654,1.81,0.097,0.095,0.201,0.007,0.434,0.166
2,996809,0.52,1.67,0.089,0.083,0.198,0.005,0.439,0.186
2,997809,-1.028,1.84,0.101,0.076,0.181,0.007,0.455,0.18
2,998809,0.974,1.74,0.079,0.1,0.191,0.004,0.44,0.186
2,999809,-0.04,1.78,0.099,0.083,0.191,0.01,0.449,0.168
2,1000809,0.122,1.71,0.098,0.084,0.201,0.006,0.448,0.163
2,1001809,1.2526,1.74,0.099,0.079,0.185,0.01,0.45,0.177
2,1002809,-1.292,1.73,0.076,0.094,0.195,0.007,0.456,0.172
2,1003809,0.85,1.77,0.087,0.094,0.178,0.007,0.446,0.188
2,1004809,-1.4958,1.7,0.096,0.105,0.202,0.003,0.439,0.155
2,1005568,-0.6554,1.7,0.0883,0.0935,0.1976,0.0053,0.4387,0.1765
