phase,timestep,ep_rew_mean,ep_len_mean,fold%,check_call%,raise33%,raise66%,raise100%,allin%
2,1355521,0.86,1.58,0.015,0.067,0.01,0.039,0.495,0.374
2,1356521,2.188,1.53,0.011,0.069,0.004,0.041,0.503,0.372
2,1357521,1.7976,1.59,0.014,0.074,0.004,0.045,0.485,0.378
2,1358521,1.4132,1.54,0.012,0.073,0.002,0.025,0.517,0.371
2,1359521,1.462,1.49,0.011,0.057,0.002,0.031,0.525,0.374
2,1360521,1.898,1.54,0.015,0.071,0.003,0.029,0.518,0.364
2,1361521,1.172,1.55,0.014,0.083,0.003,0.036,0.497,0.367
2,1362521,1.866,1.52,0.014,0.066,0.0,0.036,0.521,0.363
2,1363521,2.412,1.52,0.019,0.064,0.001,0.025,0.527,0.364
2,1364521,2.652,1.54,0.01,0.072,0.003,0.017,0.529,0.369
2,1365521,1.304,1.54,0.007,0.068,0.003,0.025,0.529,0.368
2,1366521,1.6512,1.52,0.014,0.069,0.0,0.023,0.534,0.36
2,1367521,2.296,1.51,0.012,0.061,0.006,0.016,0.532,0.373
2,1368521,1.9368,1.5,0.01,0.06,0.001,0.023,0.527,0.379
2,1369521,0.838,1.53,0.014,0.056,0.002,0.025,0.54,0.363
2,1370521,1.2332,1.55,0.008,0.068,0.002,0.019,0.53,0.373
2,1371521,2.8408,1.56,0.008,0.088,0.0,0.016,0.52,0.368
2,1372521,2.466,1.49,0.011,0.057,0.001,0.015,0.544,0.372
2,1373521,1.324,1.56,0.01,0.051,0.0,0.02,0.543,0.376
2,1374521,1.692,1.51,0.014,0.072,0.002,0.01,0.535,0.367
2,1375521,2.19,1.56,0.01,0.072,0.0,0.014,0.536,0.368
2,1376521,1.4064,1.53,0.013,0.072,0.002,0.011,0.529,0.373
2,1377521,1.236,1.55,0.007,0.079,0.001,0.006,0.531,0.376
2,1378521,1.2332,1.56,0.013,0.053,0.0,0.013,0.539,0.382
2,1379521,2.514,1.55,0.007,0.075,0.004,0.008,0.526,0.38
2,1380521,0.1352,1.59,0.01,0.069,0.0,0.012,0.528,0.381
2,1381521,2.57,1.48,0.014,0.071,0.0,0.018,0.533,0.364
2,1382521,1.8232,1.52,0.013,0.062,0.001,0.018,0.54,0.366
2,1383521,1.852,1.58,0.011,0.055,0.001,0.018,0.537,0.378
2,1384521,1.272,1.56,0.014,0.073,0.002,0.01,0.532,0.369
2,1385521,1.3392,1.52,0.008,0.065,0.004,0.013,0.539,0.371
2,1386521,1.294,1.49,0.014,0.073,0.002,0.019,0.525,0.367
2,1387521,2.5772,1.5,0.014,0.059,0.002,0.015,0.537,0.373
2,1388521,1.38,1.48,0.012,0.071,0.003,0.015,0.519,0.38
2,1389521,1.8504,1.53,0.018,0.081,0.001,0.039,0.488,0.373
2,1390521,1.836,1.54,0.01,0.069,0.001,0.036,0.499,0.385
2,1391521,1.0824,1.57,0.01,0.064,0.002,0.046,0.495,0.383
2,1392521,2.6004,1.53,0.01,0.067,0.0,0.037,0.498,0.388
2,1393521,1.6024,1.43,0.012,0.066,0.0,0.045,0.49,0.387
2,1394521,1.81,1.52,0.013,0.06,0.005,0.024,0.521,0.377
2,1395521,2.114,1.5,0.014,0.065,0.004,0.035,0.511,0.371
2,1396521,2.2612,1.51,0.013,0.071,0.001,0.032,0.504,0.379
2,1397521,2.9652,1.43,0.015,0.059,0.001,0.034,0.516,0.375
2,1398521,1.33,1.5,0.01,0.083,0.002,0.036,0.49,0.379
2,1399521,1.08,1.53,0.013,0.071,0.001,0.031,0.505,0.379
2,1400521,0.5492,1.57,0.012,0.076,0.001,0.025,0.508,0.378
2,1401521,1.3024,1.54,0.012,0.067,0.001,0.032,0.504,0.384
2,1402521,-0.0168,1.48,0.014,0.069,0.001,0.031,0.508,0.377
2,1403521,1.9572,1.53,0.013,0.078,0.001,0.031,0.498,0.379
2,1404521,2.6744,1.53,0.008,0.063,0.002,0.021,0.517,0.389
2,1405521,1.7432,1.5,0.009,0.064,0.005,0.029,0.518,0.375
2,1406521,0.3052,1.56,0.016,0.067,0.001,0.032,0.504,0.38
2,1407521,1.122,1.51,0.011,0.069,0.001,0.034,0.508,0.377
2,1408521,1.5172,1.52,0.021,0.061,0.001,0.03,0.512,0.375
2,1409521,1.4264,1.57,0.02,0.056,0.002,0.024,0.516,0.382
2,1410521,1.1068,1.52,0.011,0.057,0.001,0.037,0.524,0.37
2,1411521,2.668,1.48,0.013,0.076,0.001,0.039,0.499,0.372
2,1412521,2.604,1.52,0.01,0.071,0.002,0.03,0.516,0.371
2,1413521,1.016,1.56,0.008,0.071,0.003,0.046,0.493,0.379
2,1414521,1.428,1.56,0.015,0.065,0.005,0.03,0.509,0.376
2,1415521,1.678,1.5,0.01,0.063,0.006,0.044,0.498,0.379
2,1416521,2.256,1.55,0.014,0.073,0.008,0.042,0.48,0.383
2,1417521,1.8752,1.52,0.016,0.069,0.007,0.031,0.501,0.376
2,1418521,0.1108,1.48,0.013,0.065,0.004,0.043,0.492,0.383
2,1419521,0.758,1.49,0.009,0.056,0.01,0.021,0.514,0.39
2,1420521,1.8192,1.51,0.015,0.078,0.021,0.022,0.48,0.384
2,1421521,1.6844,1.5,0.011,0.069,0.015,0.028,0.5,0.377
2,1422521,1.7012,1.53,0.024,0.07,0.019,0.024,0.494,0.369
2,1423521,2.054,1.51,0.013,0.071,0.007,0.033,0.494,0.382
2,1424521,2.42,1.49,0.01,0.066,0.017,0.019,0.506,0.382
2,1425521,-0.2908,1.49,0.013,0.066,0.013,0.037,0.493,0.378
2,1426521,1.8972,1.49,0.015,0.073,0.01,0.033,0.487,0.382
2,1427521,0.8852,1.51,0.006,0.068,0.007,0.033,0.493,0.393
2,1428521,2.52,1.49,0.008,0.064,0.009,0.024,0.504,0.391
2,1429521,2.28,1.51,0.013,0.083,0.01,0.022,0.5,0.372
2,1430521,1.288,1.47,0.012,0.076,0.014,0.015,0.5,0.383
2,1431521,0.678,1.53,0.015,0.073,0.022,0.023,0.489,0.378
2,1432521,1.264,1.52,0.009,0.063,0.013,0.027,0.503,0.385
2,1433521,0.818,1.55,0.013,0.064,0.012,0.031,0.498,0.382
2,1434521,1.37,1.48,0.013,0.078,0.012,0.014,0.498,0.385
2,1435521,-0.132,1.51,0.01,0.076,0.009,0.027,0.492,0.386
2,1436521,0.2712,1.51,0.017,0.064,0.007,0.015,0.51,0.387
2,1437521,1.4052,1.51,0.011,0.076,0.01,0.013,0.512,0.378
2,1438521,1.4252,1.51,0.013,0.07,0.005,0.019,0.512,0.381
2,1439521,2.034,1.54,0.01,0.072,0.006,0.019,0.517,0.376
2,1440521,3.45,1.48,0.007,0.076,0.006,0.013,0.5,0.398
2,1441521,0.4032,1.54,0.014,0.068,0.007,0.01,0.52,0.381
2,1442521,2.3152,1.48,0.006,0.077,0.007,0.017,0.5,0.393
2,1443521,1.738,1.56,0.013,0.062,0.01,0.025,0.502,0.388
2,1444521,1.4928,1.5,0.01,0.081,0.019,0.024,0.486,0.38
2,1445521,0.9772,1.45,0.017,0.07,0.012,0.029,0.489,0.383
2,1446521,2.0652,1.47,0.007,0.059,0.017,0.024,0.502,0.391
2,1447521,2.716,1.51,0.013,0.054,0.03,0.032,0.484,0.387
2,1448521,1.886,1.48,0.015,0.06,0.015,0.018,0.507,0.385
2,1449521,1.1212,1.55,0.017,0.073,0.012,0.019,0.49,0.389
2,1450521,-0.284,1.48,0.013,0.073,0.01,0.026,0.497,0.381
2,1451521,1.6792,1.5,0.014,0.072,0.011,0.028,0.495,0.38
2,1452521,0.99,1.43,0.015,0.074,0.014,0.027,0.483,0.387
2,1453521,2.08,1.47,0.017,0.075,0.016,0.032,0.479,0.381
2,1454521,0.95,1.51,0.017,0.069,0.016,0.023,0.488,0.387
2,1455521,1.4072,1.52,0.016,0.057,0.024,0.033,0.481,0.389
2,1456521,1.6304,1.48,0.01,0.065,0.014,0.039,0.477,0.395
2,1457521,1.2604,1.59,0.016,0.076,0.014,0.03,0.467,0.397
2,1458521,2.2536,1.5,0.021,0.067,0.019,0.025,0.487,0.381
2,1459521,1.1608,1.52,0.014,0.064,0.013,0.022,0.504,0.383
2,1460521,0.5752,1.56,0.009,0.071,0.015,0.026,0.496,0.383
2,1461521,1.158,1.49,0.015,0.056,0.016,0.029,0.5,0.384
2,1462521,0.676,1.5,0.012,0.072,0.006,0.029,0.492,0.389
2,1463521,2.0452,1.48,0.011,0.061,0.01,0.038,0.503,0.377
2,1464521,1.0692,1.44,0.012,0.059,0.01,0.034,0.508,0.377
2,1465521,1.7192,1.51,0.007,0.074,0.016,0.032,0.489,0.382
2,1466521,-1.48,1.46,0.014,0.067,0.008,0.029,0.503,0.379
2,1467521,1.9572,1.49,0.014,0.071,0.009,0.027,0.488,0.391
2,1468521,-0.18,1.46,0.015,0.078,0.011,0.028,0.487,0.381
2,1469521,0.454,1.52,0.006,0.074,0.006,0.024,0.502,0.388
2,1470521,0.458,1.49,0.015,0.091,0.005,0.019,0.487,0.383
2,1471521,0.8572,1.47,0.011,0.074,0.004,0.021,0.502,0.388
2,1472521,-0.372,1.44,0.007,0.065,0.005,0.024,0.51,0.389
2,1473521,2.018,1.41,0.02,0.071,0.004,0.026,0.497,0.382
2,1474521,2.59,1.47,0.021,0.065,0.008,0.025,0.499,0.382
2,1475521,1.942,1.52,0.016,0.064,0.006,0.018,0.509,0.387
2,1476521,1.0512,1.47,0.008,0.06,0.007,0.022,0.518,0.385
2,1477521,0.0032,1.55,0.017,0.054,0.005,0.023,0.517,0.384
2,1478521,0.978,1.48,0.015,0.077,0.004,0.022,0.506,0.376
2,1479521,1.584,1.5,0.013,0.06,0.004,0.017,0.525,0.381
2,1480521,1.3112,1.53,0.015,0.061,0.003,0.019,0.521,0.381
2,1481521,1.7264,1.48,0.019,0.054,0.006,0.031,0.515,0.375
2,1482521,0.9092,1.57,0.017,0.069,0.004,0.025,0.503,0.382
2,1483521,1.1812,1.54,0.008,0.079,0.002,0.038,0.486,0.387
2,1484521,2.432,1.53,0.013,0.072,0.006,0.02,0.502,0.387
2,1485521,0.8524,1.58,0.019,0.071,0.005,0.027,0.501,0.377
2,1486521,1.0592,1.56,0.015,0.064,0.005,0.02,0.519,0.377
2,1487521,1.5092,1.53,0.014,0.066,0.007,0.02,0.512,0.381
2,1488521,1.6552,1.5,0.019,0.066,0.005,0.014,0.527,0.369
2,1489521,1.9884,1.5,0.012,0.068,0.008,0.022,0.504,0.386
2,1490521,1.632,1.51,0.008,0.071,0.009,0.022,0.504,0.386
2,1491521,1.46,1.47,0.013,0.071,0.009,0.027,0.497,0.383
2,1492521,0.9552,1.54,0.015,0.057,0.012,0.026,0.496,0.394
2,1493521,2.0296,1.57,0.016,0.068,0.011,0.038,0.483,0.384
2,1494521,1.4672,1.49,0.014,0.061,0.012,0.013,0.519,0.381
2,1495521,0.7248,1.4,0.022,0.061,0.015,0.029,0.49,0.383
2,1496521,2.11,1.49,0.022,0.069,0.015,0.037,0.482,0.375
2,1497521,1.4288,1.52,0.024,0.071,0.014,0.03,0.483,0.378
2,1498521,1.4564,1.53,0.012,0.053,0.018,0.045,0.489,0.383
2,1499521,1.1104,1.52,0.018,0.058,0.021,0.033,0.497,0.373
2,1500521,1.1772,1.55,0.012,0.07,0.013,0.024,0.492,0.389
2,1501521,1.508,1.49,0.017,0.058,0.019,0.029,0.49,0.387
2,1502521,1.4012,1.56,0.015,0.059,0.013,0.025,0.504,0.384
2,1503521,2.088,1.49,0.012,0.062,0.014,0.032,0.496,0.384
2,1504521,2.148,1.51,0.015,0.085,0.018,0.021,0.473,0.388
2,1505521,2.06,1.48,0.015,0.07,0.021,0.033,0.481,0.38
2,1506521,0.5672,1.54,0.015,0.062,0.023,0.026,0.49,0.384
2,1507521,0.2404,1.51,0.012,0.073,0.02,0.023,0.488,0.384
2,1508521,1.682,1.52,0.009,0.066,0.029,0.024,0.492,0.38
2,1509521,2.0844,1.59,0.016,0.07,0.018,0.028,0.492,0.376
2,1510521,0.7944,1.55,0.013,0.072,0.02,0.032,0.481,0.382
2,1511521,1.4952,1.52,0.012,0.067,0.014,0.03,0.497,0.38
2,1512521,0.6172,1.38,0.02,0.065,0.018,0.035,0.491,0.371
2,1513521,0.9396,1.5,0.014,0.065,0.022,0.037,0.484,0.378
2,1514521,1.3204,1.51,0.013,0.066,0.012,0.024,0.497,0.388
2,1515521,1.274,1.54,0.014,0.081,0.023,0.03,0.474,0.378
2,1516521,0.7704,1.53,0.023,0.069,0.029,0.028,0.469,0.382
2,1517521,-0.0988,1.5,0.014,0.059,0.018,0.033,0.485,0.391
2,1518521,2.1796,1.49,0.012,0.077,0.02,0.023,0.484,0.384
2,1519521,2.3112,1.54,0.01,0.065,0.023,0.023,0.5,0.379
2,1520521,0.738,1.47,0.01,0.065,0.022,0.026,0.495,0.382
2,1521521,1.8892,1.5,0.011,0.054,0.015,0.03,0.502,0.388
2,1522521,1.84,1.61,0.013,0.08,0.007,0.017,0.501,0.382
2,1523521,2.662,1.49,0.008,0.063,0.005,0.022,0.525,0.377
2,1524521,0.7532,1.52,0.013,0.074,0.011,0.009,0.51,0.383
2,1525521,2.1292,1.54,0.012,0.07,0.009,0.02,0.506,0.383
2,1526521,1.652,1.57,0.008,0.069,0.007,0.018,0.517,0.381
2,1527521,2.9292,1.46,0.016,0.074,0.006,0.011,0.52,0.373
2,1528521,1.088,1.58,0.019,0.056,0.002,0.021,0.53,0.372
2,1529521,1.628,1.45,0.014,0.058,0.002,0.015,0.537,0.374
2,1530521,1.528,1.5,0.01,0.069,0.002,0.011,0.532,0.376
2,1531521,0.84,1.52,0.019,0.075,0.004,0.018,0.506,0.378
2,1532521,0.64,1.5,0.013,0.064,0.001,0.019,0.531,0.372
2,1533521,2.164,1.58,0.015,0.058,0.003,0.023,0.524,0.377
2,1534521,2.196,1.53,0.01,0.069,0.005,0.011,0.527,0.378
2,1535521,-0.1168,1.58,0.017,0.069,0.004,0.018,0.517,0.375
2,1536521,1.39,1.49,0.008,0.071,0.003,0.019,0.514,0.385
2,1537521,2.4004,1.56,0.013,0.063,0.003,0.018,0.52,0.383
2,1538521,2.0172,1.55,0.015,0.071,0.002,0.014,0.511,0.387
2,1539521,1.282,1.53,0.011,0.068,0.007,0.021,0.522,0.371
2,1540521,2.13,1.55,0.013,0.056,0.005,0.014,0.539,0.373
2,1541521,1.7268,1.55,0.015,0.066,0.005,0.025,0.509,0.38
2,1542521,2.242,1.47,0.013,0.07,0.003,0.011,0.526,0.377
2,1543521,1.6164,1.56,0.012,0.053,0.001,0.025,0.53,0.379
2,1544521,2.1104,1.44,0.02,0.066,0.004,0.013,0.525,0.372
2,1545521,1.7812,1.52,0.012,0.061,0.006,0.027,0.51,0.384
2,1546521,2.3364,1.52,0.018,0.077,0.003,0.016,0.511,0.375
2,1547521,0.1772,1.47,0.016,0.069,0.003,0.02,0.508,0.384
2,1548521,1.38,1.52,0.013,0.066,0.003,0.017,0.521,0.38
2,1549521,1.2372,1.51,0.01,0.071,0.004,0.014,0.521,0.38
2,1550521,1.1764,1.48,0.012,0.065,0.0,0.014,0.531,0.378
2,1551521,2.4552,1.58,0.013,0.068,0.002,0.016,0.52,0.381
2,1552521,1.818,1.52,0.011,0.067,0.001,0.012,0.53,0.379
2,1553521,1.592,1.5,0.016,0.067,0.002,0.017,0.524,0.374
2,1554521,2.798,1.52,0.008,0.073,0.005,0.012,0.523,0.379
2,1555521,0.7472,1.48,0.009,0.064,0.003,0.015,0.53,0.379
2,1556521,1.3636,1.55,0.013,0.062,0.002,0.019,0.524,0.38
2,1557521,1.9128,1.51,0.015,0.074,0.002,0.017,0.516,0.376
2,1558521,0.866,1.53,0.01,0.063,0.0,0.01,0.539,0.378
2,1559521,1.864,1.5,0.013,0.061,0.002,0.007,0.537,0.38
2,1560521,2.4072,1.45,0.012,0.053,0.004,0.015,0.538,0.378
2,1561521,2.174,1.52,0.016,0.063,0.003,0.011,0.536,0.371
2,1562521,1.326,1.47,0.009,0.084,0.001,0.007,0.523,0.376
2,1563521,2.36,1.51,0.015,0.067,0.0,0.021,0.523,0.374
2,1564521,1.062,1.52,0.014,0.068,0.001,0.021,0.529,0.367
2,1565521,2.122,1.51,0.015,0.062,0.002,0.024,0.523,0.374
2,1566521,2.4612,1.5,0.01,0.067,0.001,0.025,0.518,0.379
2,1567521,2.14,1.48,0.016,0.066,0.006,0.021,0.521,0.37
2,1568521,1.1832,1.55,0.01,0.082,0.003,0.024,0.492,0.389
2,1569521,0.25,1.48,0.014,0.05,0.0,0.023,0.541,0.372
2,1570521,1.5712,1.53,0.018,0.059,0.002,0.028,0.514,0.379
2,1571521,2.108,1.56,0.018,0.067,0.001,0.028,0.516,0.37
2,1572521,1.6192,1.51,0.012,0.062,0.004,0.02,0.52,0.382
2,1573521,1.52,1.51,0.016,0.073,0.001,0.028,0.509,0.373
2,1574521,1.828,1.52,0.014,0.066,0.002,0.018,0.516,0.384
2,1575521,1.1208,1.51,0.015,0.074,0.0,0.024,0.511,0.376
2,1576521,1.71,1.54,0.014,0.081,0.001,0.026,0.509,0.369
2,1577521,1.3944,1.53,0.01,0.068,0.003,0.036,0.517,0.366
2,1578521,2.0988,1.53,0.024,0.066,0.0,0.022,0.512,0.376
2,1579521,1.8604,1.51,0.007,0.069,0.001,0.026,0.527,0.37
2,1580521,1.35,1.55,0.014,0.059,0.001,0.025,0.522,0.379
2,1581521,2.3996,1.49,0.014,0.066,0.001,0.028,0.511,0.38
2,1582521,1.86,1.53,0.019,0.07,0.004,0.017,0.514,0.376
2,1583521,1.9088,1.52,0.015,0.072,0.0,0.025,0.51,0.378
2,1584521,1.398,1.5,0.008,0.055,0.001,0.025,0.538,0.373
2,1585521,0.4044,1.57,0.015,0.059,0.0,0.02,0.529,0.377
2,1586521,1.9092,1.54,0.017,0.066,0.0,0.028,0.517,0.372
2,1587521,2.2352,1.53,0.014,0.063,0.002,0.022,0.525,0.374
2,1588521,2.1124,1.55,0.013,0.07,0.0,0.02,0.52,0.377
2,1589521,2.0432,1.5,0.014,0.054,0.004,0.021,0.537,0.37
2,1590521,2.0024,1.53,0.012,0.065,0.002,0.031,0.509,0.381
2,1591521,2.7312,1.52,0.015,0.067,0.003,0.031,0.497,0.387
2,1592521,1.1112,1.49,0.012,0.078,0.002,0.023,0.501,0.384
2,1593521,1.732,1.5,0.016,0.078,0.003,0.043,0.483,0.377
2,1594521,1.0472,1.51,0.01,0.074,0.005,0.028,0.497,0.386
2,1595521,1.8132,1.53,0.009,0.064,0.003,0.034,0.51,0.38
2,1596521,1.9344,1.49,0.009,0.059,0.003,0.03,0.521,0.378
2,1597521,1.0788,1.58,0.013,0.068,0.001,0.025,0.51,0.383
2,1598521,1.1072,1.5,0.014,0.07,0.002,0.033,0.501,0.38
2,1599521,2.0472,1.52,0.012,0.067,0.002,0.037,0.496,0.386
2,1600521,1.5944,1.53,0.014,0.07,0.002,0.033,0.487,0.394
2,1601521,2.06,1.51,0.015,0.069,0.001,0.045,0.494,0.376
2,1602521,1.402,1.48,0.018,0.071,0.002,0.019,0.523,0.367
2,1603521,2.124,1.51,0.009,0.072,0.001,0.039,0.491,0.388
2,1604521,1.0072,1.52,0.012,0.061,0.001,0.026,0.524,0.376
2,1605521,1.3204,1.51,0.012,0.064,0.003,0.03,0.512,0.379
2,1606521,-0.4128,1.51,0.012,0.06,0.002,0.034,0.513,0.379
2,1607521,2.1012,1.54,0.017,0.063,0.0,0.034,0.502,0.384
2,1608521,2.492,1.51,0.015,0.078,0.001,0.041,0.479,0.386
2,1609521,2.274,1.56,0.013,0.075,0.003,0.033,0.492,0.384
2,1610521,2.1832,1.53,0.015,0.063,0.001,0.026,0.502,0.393
2,1611521,1.878,1.5,0.017,0.067,0.0,0.027,0.504,0.385
2,1612521,1.9792,1.55,0.016,0.055,0.002,0.022,0.518,0.387
2,1613521,1.6532,1.52,0.011,0.057,0.001,0.031,0.52,0.38
2,1614521,1.6572,1.54,0.011,0.069,0.002,0.026,0.512,0.38
2,1615521,2.0532,1.51,0.015,0.062,0.002,0.036,0.504,0.381
2,1616521,0.788,1.52,0.011,0.059,0.001,0.029,0.511,0.389
2,1617521,0.4076,1.53,0.01,0.078,0.0,0.036,0.484,0.392
2,1618521,1.7452,1.59,0.016,0.068,0.001,0.027,0.504,0.384
2,1619521,1.0452,1.54,0.014,0.069,0.001,0.026,0.51,0.38
2,1620521,1.8564,1.46,0.012,0.061,0.0,0.027,0.517,0.383
2,1621521,1.6184,1.49,0.015,0.063,0.001,0.021,0.505,0.395
2,1622521,1.564,1.53,0.015,0.075,0.002,0.022,0.505,0.381
2,1623521,1.4132,1.47,0.008,0.073,0.001,0.024,0.509,0.385
2,1624521,1.57,1.59,0.013,0.075,0.001,0.019,0.514,0.378
2,1625521,1.4092,1.57,0.015,0.062,0.001,0.022,0.514,0.386
2,1626521,1.1384,1.55,0.012,0.058,0.001,0.022,0.515,0.392
2,1627521,0.4136,1.48,0.013,0.064,0.0,0.033,0.503,0.387
2,1628521,1.0904,1.53,0.017,0.068,0.002,0.025,0.499,0.389
2,1629521,2.1448,1.52,0.013,0.081,0.004,0.021,0.49,0.391
2,1630521,1.5904,1.56,0.015,0.071,0.0,0.023,0.502,0.389
2,1631521,0.6192,1.48,0.014,0.065,0.002,0.024,0.507,0.388
2,1632521,0.1364,1.48,0.017,0.072,0.0,0.03,0.494,0.387
2,1633521,2.6592,1.48,0.016,0.066,0.0,0.034,0.491,0.393
2,1634521,2.0976,1.51,0.01,0.063,0.0,0.019,0.513,0.395
2,1635521,0.4752,1.45,0.009,0.065,0.002,0.038,0.484,0.402
2,1636521,2.0684,1.47,0.011,0.062,0.002,0.041,0.49,0.394
2,1637521,0.1768,1.52,0.014,0.064,0.004,0.034,0.496,0.388
2,1638521,1.2352,1.56,0.013,0.06,0.003,0.036,0.492,0.396
2,1639521,1.2712,1.58,0.014,0.066,0.004,0.022,0.487,0.407
2,1640521,0.904,1.49,0.019,0.057,0.002,0.028,0.505,0.389
2,1641521,1.558,1.55,0.011,0.076,0.002,0.02,0.487,0.404
2,1642521,1.944,1.52,0.01,0.061,0.002,0.029,0.501,0.397
2,1643521,2.562,1.55,0.017,0.064,0.003,0.029,0.494,0.393
2,1644521,0.326,1.51,0.019,0.071,0.004,0.025,0.502,0.379
2,1645521,1.2892,1.5,0.006,0.064,0.002,0.03,0.499,0.399
2,1646521,0.2072,1.57,0.008,0.071,0.005,0.031,0.503,0.382
2,1647521,1.5224,1.54,0.015,0.063,0.002,0.028,0.499,0.393
2,1648521,0.58,1.46,0.012,0.06,0.001,0.021,0.521,0.385
2,1649521,2.446,1.48,0.007,0.069,0.003,0.03,0.493,0.398
2,1650521,1.7312,1.49,0.011,0.073,0.002,0.025,0.497,0.392
2,1651521,1.652,1.53,0.008,0.067,0.002,0.029,0.496,0.398
2,1652521,2.654,1.51,0.007,0.069,0.004,0.02,0.494,0.406
2,1653521,0.7732,1.51,0.014,0.065,0.001,0.022,0.498,0.4
2,1654521,1.644,1.53,0.008,0.065,0.003,0.015,0.504,0.405
2,1655521,2.3352,1.5,0.017,0.074,0.002,0.018,0.501,0.388
2,1656521,2.5692,1.45,0.01,0.056,0.002,0.028,0.509,0.395
2,1657521,0.5724,1.59,0.012,0.062,0.001,0.02,0.513,0.392
2,1658521,1.6672,1.54,0.02,0.071,0.002,0.024,0.5,0.383
2,1659521,1.362,1.53,0.014,0.063,0.002,0.022,0.508,0.391
2,1660521,1.842,1.55,0.013,0.067,0.001,0.017,0.519,0.383
2,1661521,2.114,1.52,0.017,0.071,0.001,0.02,0.51,0.381
2,1662521,1.282,1.49,0.013,0.057,0.002,0.01,0.514,0.404
2,1663521,0.9204,1.54,0.01,0.062,0.002,0.024,0.509,0.393
2,1664521,3.1332,1.54,0.013,0.073,0.002,0.013,0.509,0.39
2,1665521,2.9752,1.5,0.013,0.055,0.002,0.024,0.515,0.391
2,1666521,1.9956,1.5,0.013,0.069,0.005,0.019,0.487,0.407
2,1667521,1.8336,1.49,0.012,0.06,0.009,0.019,0.501,0.399
2,1668521,2.39,1.46,0.017,0.064,0.004,0.019,0.509,0.387
2,1669521,1.8332,1.48,0.01,0.078,0.004,0.016,0.495,0.397
2,1670521,-0.4868,1.56,0.017,0.077,0.006,0.022,0.493,0.385
2,1671521,1.394,1.5,0.01,0.07,0.003,0.02,0.511,0.386
2,1672521,2.1324,1.45,0.012,0.071,0.005,0.019,0.493,0.4
2,1673521,2.2052,1.51,0.02,0.061,0.003,0.026,0.497,0.393
2,1674521,1.7992,1.5,0.016,0.067,0.006,0.019,0.513,0.379
2,1675521,1.782,1.44,0.012,0.076,0.009,0.031,0.478,0.394
2,1676521,1.8876,1.53,0.014,0.06,0.009,0.028,0.5,0.389
2,1677521,1.9848,1.52,0.014,0.077,0.001,0.019,0.5,0.389
2,1678521,0.816,1.52,0.003,0.056,0.007,0.011,0.526,0.397
2,1679521,1.7732,1.46,0.011,0.068,0.005,0.011,0.511,0.394
2,1680521,2.428,1.54,0.017,0.082,0.008,0.01,0.494,0.389
2,1681521,1.468,1.54,0.015,0.082,0.011,0.011,0.494,0.387
2,1682521,1.264,1.51,0.018,0.079,0.003,0.02,0.495,0.385
2,1683521,1.566,1.55,0.011,0.06,0.006,0.021,0.522,0.38
2,1684521,2.6748,1.47,0.01,0.073,0.005,0.012,0.507,0.393
2,1685521,1.4032,1.5,0.018,0.076,0.006,0.014,0.498,0.388
2,1686521,2.0684,1.51,0.012,0.075,0.006,0.012,0.51,0.385
2,1687521,1.882,1.53,0.012,0.064,0.005,0.014,0.506,0.399
2,1688521,2.16,1.48,0.009,0.064,0.006,0.013,0.52,0.388
2,1689521,1.034,1.44,0.008,0.075,0.004,0.014,0.496,0.403
2,1690521,1.2872,1.51,0.011,0.068,0.006,0.011,0.515,0.389
2,1691521,0.554,1.51,0.017,0.059,0.003,0.01,0.518,0.393
2,1692521,1.772,1.48,0.017,0.062,0.005,0.01,0.519,0.387
2,1693521,2.414,1.52,0.013,0.064,0.004,0.015,0.498,0.406
2,1694521,1.684,1.54,0.023,0.072,0.004,0.004,0.509,0.388
2,1695521,1.1672,1.47,0.013,0.08,0.002,0.01,0.503,0.392
2,1696521,0.8712,1.48,0.011,0.071,0.003,0.014,0.506,0.395
2,1697521,0.8424,1.5,0.013,0.073,0.01,0.012,0.501,0.391
2,1698521,2.3632,1.49,0.021,0.078,0.008,0.013,0.503,0.377
2,1699521,1.422,1.53,0.019,0.069,0.015,0.011,0.51,0.376
2,1700521,1.666,1.54,0.018,0.076,0.011,0.009,0.508,0.378
2,1701521,1.0384,1.55,0.024,0.069,0.017,0.012,0.495,0.383
2,1702521,0.294,1.57,0.015,0.074,0.011,0.013,0.505,0.382
2,1703521,0.394,1.46,0.018,0.061,0.011,0.015,0.523,0.372
2,1704521,1.656,1.61,0.021,0.064,0.01,0.012,0.509,0.384
2,1705521,0.7572,1.5,0.019,0.069,0.009,0.016,0.511,0.376
2,1706521,0.526,1.53,0.013,0.072,0.006,0.015,0.511,0.383
2,1707521,1.4488,1.51,0.017,0.072,0.003,0.021,0.51,0.377
2,1708521,-0.498,1.43,0.017,0.057,0.006,0.029,0.513,0.378
2,1709521,1.3452,1.54,0.016,0.067,0.004,0.03,0.492,0.391
2,1710521,-0.0648,1.53,0.013,0.067,0.004,0.032,0.503,0.381
2,1711521,1.3084,1.58,0.014,0.063,0.003,0.051,0.487,0.382
2,1712521,0.9312,1.53,0.008,0.063,0.003,0.041,0.5,0.385
2,1713521,1.674,1.53,0.014,0.068,0.005,0.048,0.482,0.383
2,1714521,1.9052,1.51,0.015,0.07,0.008,0.049,0.478,0.38
2,1715521,1.212,1.54,0.012,0.07,0.008,0.048,0.485,0.377
