timestep,ep_rew_mean,ep_len_mean,fold%,check_call%,raise33%,raise66%,raise100%,allin%
1277521,0.21,1.43,0.181,0.07,0.143,0.003,0.431,0.172
1278521,0.96,1.44,0.178,0.064,0.125,0.001,0.443,0.189
1279521,2.168,1.5,0.163,0.058,0.124,0.001,0.447,0.207
1280521,0.508,1.47,0.166,0.068,0.139,0.002,0.439,0.186
1281521,-0.098,1.46,0.172,0.054,0.125,0.0,0.447,0.202
1282521,0.084,1.52,0.155,0.068,0.146,0.002,0.44,0.189
1283521,1.4,1.56,0.145,0.063,0.138,0.002,0.451,0.201
1284521,0.176,1.45,0.159,0.053,0.142,0.0,0.445,0.201
1285521,0.504,1.42,0.128,0.071,0.14,0.002,0.445,0.214
1286521,2.996,1.46,0.137,0.074,0.173,0.002,0.43,0.184
1287521,0.028,1.44,0.136,0.065,0.145,0.0,0.451,0.203
1288521,0.154,1.51,0.139,0.072,0.17,0.001,0.433,0.185
1289521,-1.338,1.41,0.121,0.073,0.177,0.003,0.432,0.194
1290521,0.282,1.4,0.13,0.062,0.159,0.0,0.437,0.212
1291521,0.7376,1.52,0.128,0.077,0.168,0.002,0.417,0.208
1292521,3.082,1.52,0.13,0.076,0.166,0.003,0.426,0.199
1293521,0.704,1.42,0.158,0.068,0.152,0.002,0.43,0.19
1294521,0.5126,1.47,0.142,0.078,0.164,0.004,0.426,0.186
1295521,0.7318,1.5,0.131,0.071,0.148,0.003,0.427,0.22
1296521,1.808,1.62,0.115,0.08,0.174,0.002,0.418,0.211
1297521,1.652,1.46,0.117,0.065,0.172,0.001,0.438,0.207
1298521,0.676,1.45,0.11,0.073,0.162,0.003,0.442,0.21
1299521,0.64,1.49,0.139,0.075,0.166,0.001,0.432,0.187
1300521,1.766,1.51,0.122,0.063,0.156,0.001,0.446,0.212
1301521,1.16,1.58,0.142,0.068,0.153,0.001,0.429,0.207
1302521,1.05,1.46,0.122,0.08,0.163,0.0,0.427,0.208
1303521,1.05,1.59,0.113,0.072,0.165,0.0,0.433,0.217
1304521,1.0284,1.59,0.11,0.08,0.182,0.0,0.412,0.216
1305521,1.518,1.5,0.107,0.077,0.156,0.002,0.427,0.231
1306521,1.338,1.51,0.138,0.065,0.164,0.0,0.427,0.206
1307521,2.4918,1.5,0.146,0.06,0.158,0.001,0.435,0.2
1308521,1.2318,1.61,0.12,0.061,0.165,0.002,0.435,0.217
1309521,1.406,1.59,0.12,0.084,0.153,0.003,0.417,0.223
1310521,2.4298,1.53,0.113,0.072,0.179,0.0,0.431,0.205
1311521,-0.318,1.52,0.122,0.072,0.166,0.002,0.439,0.199
1312521,1.992,1.54,0.123,0.079,0.18,0.001,0.413,0.204
1313521,0.128,1.51,0.108,0.072,0.164,0.003,0.43,0.223
1314521,1.984,1.53,0.134,0.069,0.158,0.0,0.429,0.21
1315521,1.288,1.55,0.11,0.082,0.163,0.001,0.437,0.207
1316521,0.9258,1.46,0.131,0.058,0.178,0.003,0.439,0.191
1317521,-2.592,1.52,0.133,0.077,0.164,0.003,0.423,0.2
1318521,0.3,1.53,0.139,0.082,0.175,0.002,0.417,0.185
1319521,2.138,1.52,0.107,0.07,0.177,0.003,0.432,0.211
1320521,1.092,1.43,0.147,0.069,0.158,0.002,0.427,0.197
1321521,2.514,1.57,0.136,0.081,0.16,0.001,0.424,0.198
1322521,-0.3162,1.46,0.13,0.08,0.18,0.003,0.416,0.191
1323521,1.482,1.42,0.131,0.09,0.157,0.001,0.425,0.196
1324521,1.328,1.51,0.129,0.076,0.156,0.0,0.437,0.202
1325521,0.864,1.62,0.134,0.073,0.162,0.003,0.437,0.191
1326521,0.91,1.39,0.137,0.072,0.177,0.002,0.428,0.184
1327521,0.866,1.46,0.133,0.066,0.159,0.004,0.435,0.203
1328521,-0.216,1.42,0.12,0.078,0.169,0.003,0.422,0.208
1329521,0.0998,1.52,0.158,0.063,0.147,0.001,0.438,0.193
1330521,-1.22,1.49,0.158,0.068,0.164,0.003,0.428,0.179
1331521,-0.746,1.63,0.145,0.08,0.155,0.005,0.416,0.199
1332521,0.97,1.5,0.156,0.069,0.162,0.001,0.42,0.192
1333521,1.123,1.49,0.126,0.07,0.186,0.001,0.425,0.192
1334521,0.966,1.54,0.158,0.063,0.128,0.003,0.446,0.202
1335521,0.254,1.52,0.141,0.067,0.158,0.0,0.427,0.207
1336521,1.05,1.57,0.106,0.079,0.182,0.001,0.422,0.21
1337521,2.888,1.51,0.111,0.079,0.178,0.001,0.429,0.202
1338521,1.042,1.43,0.141,0.072,0.153,0.0,0.424,0.21
1339521,0.326,1.51,0.133,0.079,0.155,0.001,0.434,0.198
1340521,-1.256,1.52,0.141,0.089,0.173,0.001,0.413,0.183
1341521,0.392,1.52,0.138,0.082,0.158,0.002,0.426,0.194
1342521,0.232,1.46,0.152,0.071,0.145,0.002,0.426,0.204
1343521,0.376,1.55,0.135,0.057,0.134,0.002,0.458,0.214
1344521,1.384,1.48,0.156,0.079,0.146,0.004,0.427,0.188
1345521,-0.014,1.52,0.163,0.08,0.155,0.0,0.406,0.196
1346521,1.372,1.46,0.142,0.083,0.16,0.003,0.426,0.186
1347521,1.148,1.52,0.156,0.072,0.128,0.001,0.434,0.209
1348521,0.682,1.47,0.129,0.073,0.165,0.002,0.43,0.201
1349521,0.586,1.5,0.13,0.06,0.149,0.001,0.435,0.225
1350521,0.374,1.54,0.135,0.079,0.159,0.001,0.43,0.196
1351521,1.302,1.57,0.129,0.076,0.155,0.001,0.43,0.209
1352521,0.076,1.63,0.127,0.085,0.168,0.001,0.414,0.205
1353521,0.478,1.6,0.126,0.089,0.174,0.0,0.409,0.202
1354521,2.63,1.64,0.146,0.076,0.144,0.0,0.427,0.207
1355521,0.574,1.53,0.137,0.083,0.168,0.003,0.408,0.201
