timestep,ep_rew_mean,ep_len_mean,fold%,check_call%,raise33%,raise66%,raise100%,allin%
501761,4.628,2.05,0.0,1.0,0.0,0.0,0.0,0.0
502761,3.65,1.9,0.155,0.17,0.006,0.001,0.628,0.04
503761,1.504,1.88,0.168,0.167,0.007,0.001,0.628,0.029
504761,4.37,1.9,0.168,0.151,0.017,0.0,0.627,0.037
505761,1.649,1.78,0.185,0.14,0.012,0.0,0.641,0.022
506761,-0.35,1.76,0.183,0.139,0.011,0.0,0.639,0.028
507761,3.012,1.91,0.185,0.142,0.014,0.0,0.636,0.023
508761,2.028,1.89,0.151,0.174,0.011,0.002,0.632,0.03
509761,4.398,1.99,0.179,0.146,0.009,0.0,0.636,0.03
510761,2.031,1.88,0.181,0.147,0.011,0.0,0.639,0.022
511761,2.808,1.91,0.179,0.146,0.013,0.0,0.635,0.027
512761,1.967,1.78,0.16,0.164,0.011,0.0,0.634,0.031
513761,4.174,1.83,0.177,0.147,0.009,0.0,0.642,0.025
514761,4.59,1.89,0.165,0.167,0.008,0.0,0.63,0.03
515761,1.122,1.84,0.172,0.156,0.008,0.0,0.639,0.025
516761,1.896,1.96,0.172,0.163,0.014,0.002,0.63,0.019
517761,3.556,1.86,0.172,0.157,0.007,0.0,0.639,0.025
518761,2.819,1.78,0.173,0.162,0.011,0.001,0.634,0.019
519761,3.0422,1.81,0.189,0.137,0.009,0.0,0.638,0.027
520761,3.536,1.77,0.195,0.139,0.005,0.001,0.64,0.02
521761,3.097,1.9,0.178,0.158,0.01,0.0,0.627,0.027
522761,4.738,1.74,0.203,0.133,0.004,0.0,0.638,0.022
523761,2.159,1.85,0.185,0.148,0.004,0.0,0.632,0.031
524761,2.405,1.91,0.178,0.146,0.011,0.0,0.632,0.033
525761,2.314,1.88,0.167,0.163,0.008,0.0,0.626,0.036
526761,5.0282,1.95,0.177,0.15,0.011,0.0,0.633,0.029
527761,4.304,1.9,0.173,0.163,0.01,0.0,0.623,0.031
528761,2.504,1.79,0.16,0.171,0.008,0.0,0.635,0.026
529761,2.222,1.89,0.175,0.158,0.004,0.0,0.628,0.035
530761,2.762,1.75,0.176,0.159,0.004,0.0,0.639,0.022
531761,3.546,1.83,0.164,0.175,0.008,0.0,0.623,0.03
532761,2.639,1.88,0.157,0.173,0.01,0.0,0.627,0.033
533761,4.709,1.92,0.163,0.173,0.005,0.0,0.629,0.03
534761,2.591,1.97,0.142,0.19,0.004,0.0,0.632,0.032
535761,2.502,1.86,0.157,0.182,0.006,0.0,0.634,0.021
536761,0.987,1.97,0.132,0.203,0.009,0.0,0.628,0.028
537761,3.55,1.9,0.178,0.153,0.005,0.0,0.63,0.034
538761,1.353,1.97,0.144,0.195,0.006,0.001,0.624,0.03
539761,1.414,1.79,0.169,0.163,0.008,0.0,0.634,0.026
540761,4.573,1.93,0.169,0.172,0.008,0.0,0.631,0.02
541761,1.533,2.03,0.147,0.19,0.01,0.001,0.625,0.027
542761,1.984,1.96,0.169,0.165,0.009,0.0,0.637,0.02
543761,-0.105,1.87,0.146,0.181,0.016,0.0,0.634,0.023
544761,4.8452,1.87,0.168,0.163,0.01,0.0,0.636,0.023
545761,3.628,1.86,0.151,0.187,0.004,0.0,0.633,0.025
546761,1.479,1.89,0.164,0.166,0.002,0.0,0.64,0.028
547761,2.403,1.89,0.149,0.186,0.007,0.0,0.625,0.033
548761,3.681,2.1,0.135,0.203,0.005,0.0,0.627,0.03
549761,3.65,1.9,0.153,0.174,0.006,0.0,0.633,0.034
550761,2.395,1.96,0.146,0.194,0.005,0.0,0.625,0.03
551761,2.348,1.95,0.145,0.183,0.007,0.0,0.63,0.035
552761,3.182,1.89,0.148,0.183,0.007,0.001,0.631,0.03
553761,4.605,1.9,0.146,0.185,0.007,0.0,0.626,0.036
554761,3.579,1.96,0.134,0.216,0.001,0.0,0.626,0.023
555761,0.909,1.88,0.161,0.164,0.002,0.0,0.644,0.029
556761,1.93,1.96,0.144,0.187,0.003,0.0,0.636,0.03
557761,4.555,2.11,0.128,0.208,0.005,0.0,0.629,0.03
558761,1.587,1.82,0.153,0.182,0.001,0.0,0.634,0.03
559761,4.489,1.84,0.158,0.176,0.004,0.0,0.629,0.033
560761,2.029,1.88,0.145,0.192,0.004,0.0,0.629,0.03
561761,4.82,1.83,0.161,0.176,0.003,0.0,0.634,0.026
562761,2.723,1.88,0.138,0.191,0.002,0.0,0.638,0.031
563761,2.63,1.94,0.16,0.162,0.003,0.0,0.65,0.025
564761,3.64,2.02,0.153,0.177,0.006,0.0,0.63,0.034
565761,3.899,1.98,0.152,0.18,0.002,0.0,0.636,0.03
566761,2.317,1.77,0.176,0.156,0.001,0.001,0.637,0.029
567761,1.174,1.93,0.17,0.16,0.001,0.0,0.635,0.034
568761,3.482,1.99,0.143,0.182,0.001,0.001,0.636,0.037
569761,2.07,1.95,0.126,0.205,0.003,0.0,0.625,0.041
570761,1.861,1.82,0.168,0.162,0.004,0.0,0.634,0.032
571761,3.23,1.85,0.141,0.191,0.003,0.0,0.632,0.033
572761,3.7872,1.73,0.169,0.168,0.0,0.0,0.638,0.025
573761,5.733,1.84,0.149,0.184,0.002,0.001,0.631,0.033
574761,3.231,1.85,0.146,0.175,0.003,0.0,0.641,0.035
575761,2.493,1.97,0.149,0.182,0.002,0.0,0.632,0.035
576761,4.729,1.87,0.157,0.18,0.0,0.0,0.629,0.034
577761,3.277,2.01,0.126,0.21,0.003,0.0,0.624,0.037
578761,5.207,1.89,0.16,0.183,0.003,0.0,0.634,0.02
579761,4.689,2.01,0.152,0.181,0.001,0.0,0.635,0.031
580761,4.085,2.09,0.126,0.209,0.003,0.0,0.623,0.039
581761,5.7042,1.97,0.14,0.2,0.0,0.0,0.632,0.028
582761,3.572,2.02,0.125,0.204,0.001,0.0,0.637,0.033
583761,1.3742,1.93,0.117,0.229,0.004,0.0,0.614,0.036
584761,3.369,1.97,0.127,0.205,0.005,0.0,0.622,0.041
585761,2.718,1.94,0.131,0.204,0.001,0.0,0.622,0.042
586761,1.485,1.88,0.131,0.213,0.004,0.0,0.617,0.035
587761,4.475,1.98,0.135,0.196,0.0,0.0,0.636,0.033
588761,2.774,1.85,0.137,0.204,0.002,0.0,0.626,0.031
589761,4.605,1.97,0.138,0.203,0.002,0.0,0.627,0.03
590761,3.477,1.99,0.115,0.225,0.001,0.0,0.625,0.034
591761,4.706,1.93,0.127,0.21,0.001,0.0,0.621,0.041
592761,4.887,1.91,0.12,0.209,0.001,0.0,0.624,0.046
593761,4.893,2.04,0.121,0.202,0.001,0.0,0.636,0.04
594761,2.015,2.11,0.116,0.222,0.003,0.0,0.628,0.031
595761,-0.405,2.03,0.12,0.215,0.002,0.0,0.626,0.037
596761,3.008,2.07,0.109,0.232,0.002,0.0,0.616,0.041
