phase,timestep,ep_rew_mean,ep_len_mean,fold%,check_call%,raise33%,raise66%,raise100%,allin%
2,363000,1.986,1.52,0.014,0.069,0.004,0.037,0.49,0.386
2,364000,2.3404,1.59,0.015,0.08,0.001,0.035,0.485,0.384
2,365000,1.52,1.48,0.007,0.071,0.004,0.027,0.502,0.389
2,366000,2.9168,1.55,0.011,0.055,0.001,0.03,0.515,0.388
2,367000,1.144,1.53,0.015,0.085,0.001,0.012,0.496,0.391
2,368000,2.868,1.5,0.005,0.065,0.002,0.023,0.513,0.392
2,369000,1.278,1.48,0.014,0.066,0.0,0.026,0.516,0.378
2,370000,2.19,1.5,0.012,0.057,0.0,0.015,0.521,0.395
2,371000,1.6512,1.52,0.012,0.063,0.0,0.018,0.513,0.394
2,372000,0.89,1.51,0.015,0.058,0.001,0.01,0.53,0.386
2,373000,1.1252,1.49,0.013,0.066,0.003,0.014,0.513,0.391
2,374000,1.254,1.52,0.007,0.086,0.0,0.022,0.502,0.383
2,375000,1.9452,1.51,0.015,0.061,0.0,0.022,0.512,0.39
2,376000,2.062,1.52,0.01,0.055,0.002,0.029,0.494,0.41
2,377000,1.404,1.53,0.014,0.068,0.002,0.015,0.508,0.393
2,378000,2.2032,1.5,0.013,0.076,0.004,0.017,0.491,0.399
2,379000,1.8872,1.5,0.015,0.071,0.001,0.017,0.505,0.391
2,380000,1.626,1.47,0.009,0.082,0.001,0.016,0.489,0.403
2,381000,1.214,1.53,0.014,0.056,0.002,0.014,0.5,0.414
2,382000,2.4392,1.55,0.009,0.074,0.0,0.017,0.503,0.397
2,383000,0.106,1.57,0.022,0.068,0.002,0.022,0.503,0.383
2,384000,2.7912,1.47,0.015,0.072,0.001,0.024,0.503,0.385
2,385000,2.4204,1.5,0.014,0.063,0.0,0.024,0.51,0.389
2,386000,1.4372,1.53,0.013,0.055,0.002,0.027,0.514,0.389
2,387000,1.532,1.53,0.015,0.076,0.001,0.014,0.515,0.379
2,388000,1.4644,1.49,0.007,0.065,0.001,0.02,0.515,0.392
2,389000,2.1612,1.47,0.014,0.072,0.0,0.034,0.503,0.377
2,390000,2.072,1.44,0.014,0.06,0.0,0.02,0.525,0.381
2,391000,-0.1816,1.45,0.012,0.074,0.001,0.015,0.505,0.393
2,392000,1.9232,1.49,0.021,0.076,0.0,0.022,0.504,0.377
2,393000,1.9988,1.49,0.018,0.067,0.0,0.016,0.515,0.384
2,394000,1.8,1.6,0.019,0.067,0.0,0.012,0.524,0.378
2,395000,3.3224,1.57,0.018,0.065,0.001,0.017,0.522,0.377
2,396000,2.18,1.44,0.011,0.065,0.0,0.017,0.514,0.393
2,397000,1.384,1.55,0.016,0.063,0.0,0.012,0.536,0.373
2,398000,1.956,1.53,0.017,0.064,0.0,0.006,0.546,0.367
2,399000,1.944,1.56,0.017,0.071,0.0,0.013,0.521,0.378
2,400000,2.4112,1.46,0.016,0.058,0.0,0.018,0.534,0.374
2,401000,1.5272,1.51,0.007,0.081,0.001,0.016,0.513,0.382
2,402000,1.03,1.52,0.013,0.071,0.0,0.012,0.52,0.384
2,403000,1.4492,1.57,0.011,0.075,0.001,0.016,0.517,0.38
2,404000,1.7024,1.54,0.019,0.069,0.0,0.012,0.519,0.381
2,405000,1.028,1.51,0.015,0.065,0.0,0.017,0.534,0.369
2,406000,1.968,1.5,0.018,0.077,0.0,0.019,0.516,0.37
2,407000,1.4,1.57,0.009,0.066,0.0,0.017,0.522,0.386
2,408000,2.42,1.54,0.011,0.059,0.0,0.012,0.543,0.375
2,409000,0.872,1.54,0.014,0.067,0.0,0.011,0.527,0.381
2,410000,1.9092,1.5,0.016,0.07,0.0,0.013,0.535,0.366
2,411000,1.932,1.58,0.013,0.06,0.001,0.019,0.531,0.376
2,412000,1.426,1.56,0.022,0.06,0.001,0.013,0.521,0.383
2,413000,1.182,1.47,0.012,0.057,0.0,0.01,0.54,0.381
2,414000,1.124,1.54,0.009,0.071,0.0,0.022,0.521,0.377
2,415000,1.318,1.54,0.013,0.07,0.001,0.02,0.518,0.378
2,416000,1.47,1.51,0.006,0.08,0.002,0.011,0.523,0.378
2,417000,2.282,1.5,0.01,0.058,0.0,0.019,0.532,0.381
2,418000,1.27,1.53,0.007,0.06,0.0,0.008,0.551,0.374
2,419000,1.09,1.58,0.016,0.081,0.001,0.011,0.51,0.381
2,420000,1.838,1.57,0.02,0.066,0.001,0.011,0.529,0.373
2,421000,1.372,1.59,0.01,0.063,0.0,0.01,0.537,0.38
2,422000,0.686,1.56,0.008,0.053,0.0,0.009,0.544,0.386
2,423000,1.7492,1.56,0.011,0.073,0.0,0.003,0.539,0.374
2,424000,0.984,1.55,0.011,0.066,0.001,0.008,0.526,0.388
2,425000,1.964,1.54,0.016,0.07,0.0,0.009,0.541,0.364
2,426000,2.0152,1.57,0.011,0.071,0.0,0.014,0.522,0.382
2,427000,1.744,1.58,0.011,0.073,0.0,0.024,0.499,0.393
2,428000,2.1952,1.53,0.012,0.062,0.001,0.025,0.517,0.383
2,429000,0.438,1.49,0.014,0.061,0.0,0.022,0.532,0.371
2,430000,1.02,1.58,0.008,0.066,0.0,0.015,0.527,0.384
2,431000,1.2492,1.53,0.004,0.074,0.0,0.015,0.521,0.386
2,432000,1.6692,1.53,0.007,0.066,0.0,0.018,0.519,0.39
2,433000,1.266,1.57,0.01,0.074,0.001,0.018,0.522,0.375
2,434000,1.504,1.55,0.013,0.077,0.0,0.018,0.515,0.377
2,435000,1.842,1.54,0.009,0.073,0.0,0.021,0.522,0.375
2,436000,1.358,1.52,0.009,0.059,0.0,0.027,0.53,0.375
2,437000,0.164,1.58,0.015,0.066,0.001,0.015,0.526,0.377
2,438000,1.9468,1.53,0.011,0.076,0.0,0.017,0.517,0.379
2,439000,2.254,1.63,0.014,0.074,0.0,0.01,0.527,0.375
2,440000,1.27,1.57,0.009,0.063,0.0,0.012,0.536,0.38
2,441000,2.17,1.54,0.008,0.067,0.0,0.009,0.54,0.376
2,442000,0.812,1.5,0.011,0.068,0.001,0.008,0.54,0.372
2,443000,0.908,1.54,0.01,0.079,0.0,0.009,0.533,0.369
2,444000,0.666,1.58,0.007,0.064,0.0,0.013,0.531,0.385
2,445000,0.488,1.58,0.009,0.069,0.0,0.014,0.526,0.382
2,446000,1.9612,1.6,0.015,0.078,0.0,0.02,0.512,0.375
2,447000,1.8772,1.59,0.012,0.059,0.0,0.02,0.532,0.377
2,448000,1.428,1.54,0.008,0.078,0.0,0.023,0.522,0.369
2,449000,1.1332,1.51,0.01,0.067,0.0,0.025,0.519,0.379
2,450000,1.7008,1.6,0.004,0.06,0.0,0.028,0.526,0.382
2,451000,1.79,1.5,0.008,0.053,0.0,0.029,0.535,0.375
2,452000,1.092,1.5,0.017,0.056,0.001,0.023,0.528,0.375
2,453000,1.1264,1.59,0.014,0.068,0.0,0.028,0.506,0.384
2,454000,2.64,1.51,0.01,0.068,0.0,0.022,0.525,0.375
2,455000,1.758,1.6,0.014,0.073,0.0,0.03,0.51,0.373
2,456000,1.3464,1.56,0.017,0.073,0.0,0.022,0.512,0.376
2,457000,1.5792,1.64,0.011,0.074,0.001,0.02,0.522,0.372
2,458000,2.5092,1.57,0.011,0.065,0.0,0.025,0.518,0.381
2,459000,0.7604,1.56,0.012,0.068,0.0,0.021,0.517,0.382
2,460000,1.108,1.56,0.012,0.05,0.0,0.013,0.545,0.38
2,461000,1.9212,1.57,0.016,0.072,0.0,0.022,0.511,0.379
2,462000,1.452,1.54,0.016,0.068,0.0,0.015,0.525,0.376
2,463000,2.3592,1.56,0.013,0.064,0.001,0.01,0.532,0.38
2,464000,1.33,1.45,0.012,0.066,0.0,0.024,0.518,0.38
2,465000,1.1492,1.61,0.013,0.061,0.0,0.018,0.528,0.38
2,466000,1.3232,1.53,0.016,0.059,0.0,0.014,0.534,0.377
2,467000,2.214,1.53,0.005,0.072,0.0,0.018,0.517,0.388
2,468000,0.99,1.58,0.011,0.056,0.003,0.022,0.536,0.372
2,469000,1.3872,1.5,0.01,0.065,0.0,0.016,0.538,0.371
2,470000,2.0148,1.49,0.01,0.067,0.0,0.019,0.538,0.366
2,471000,1.736,1.53,0.013,0.071,0.001,0.022,0.517,0.376
2,472000,2.3352,1.54,0.012,0.068,0.0,0.018,0.523,0.379
2,473000,2.254,1.56,0.012,0.077,0.001,0.01,0.522,0.378
2,474000,1.674,1.51,0.008,0.077,0.0,0.015,0.515,0.385
2,475000,1.1484,1.57,0.013,0.087,0.0,0.025,0.494,0.381
2,476000,0.196,1.49,0.011,0.072,0.0,0.022,0.509,0.386
2,477000,1.132,1.5,0.01,0.064,0.0,0.024,0.526,0.376
2,478000,2.042,1.47,0.016,0.067,0.0,0.016,0.525,0.376
2,479000,2.414,1.5,0.013,0.063,0.0,0.021,0.522,0.381
2,480000,1.8552,1.59,0.02,0.063,0.0,0.025,0.513,0.379
2,481000,1.0532,1.5,0.007,0.06,0.001,0.024,0.523,0.385
2,482000,0.242,1.57,0.014,0.054,0.0,0.016,0.533,0.383
2,483000,1.3724,1.51,0.01,0.068,0.0,0.022,0.518,0.382
2,484000,1.5092,1.55,0.011,0.058,0.001,0.019,0.531,0.38
2,485000,0.814,1.48,0.012,0.063,0.002,0.025,0.51,0.388
2,486000,1.7712,1.51,0.015,0.046,0.0,0.018,0.539,0.382
2,487000,2.204,1.5,0.017,0.065,0.0,0.026,0.51,0.382
2,488000,2.6892,1.5,0.013,0.08,0.0,0.009,0.515,0.383
2,489000,3.08,1.58,0.009,0.071,0.0,0.02,0.502,0.398
2,490000,1.55,1.55,0.016,0.071,0.0,0.017,0.52,0.376
2,491000,2.2652,1.47,0.017,0.062,0.0,0.018,0.521,0.382
2,492000,2.87,1.46,0.012,0.063,0.002,0.009,0.532,0.382
2,493000,0.93,1.54,0.016,0.066,0.001,0.014,0.522,0.381
2,494000,0.978,1.57,0.006,0.07,0.001,0.015,0.525,0.383
2,495000,1.3052,1.55,0.012,0.071,0.0,0.02,0.514,0.383
2,496000,1.592,1.51,0.017,0.06,0.0,0.02,0.524,0.379
2,497000,1.574,1.52,0.015,0.059,0.001,0.009,0.536,0.38
2,498000,1.516,1.48,0.014,0.067,0.0,0.014,0.525,0.38
2,499000,1.478,1.53,0.012,0.063,0.0,0.017,0.516,0.392
2,500000,1.684,1.45,0.012,0.055,0.001,0.01,0.533,0.389
2,501000,2.3592,1.55,0.018,0.073,0.0,0.009,0.519,0.381
2,501760,1.002,1.55,0.0237,0.0579,0.0013,0.0118,0.5171,0.3882
