timestep,ep_rew_mean,ep_len_mean,fold%,check_call%,raise33%,raise66%,raise100%,allin%
287000,2.1312,1.74,0.0,0.193,0.013,0.009,0.369,0.416
288000,0.6712,1.76,0.0,0.196,0.01,0.006,0.37,0.418
289000,-0.601,1.77,0.0,0.201,0.012,0.006,0.365,0.416
290000,1.562,1.79,0.0,0.205,0.008,0.013,0.368,0.406
291000,1.994,1.77,0.0,0.201,0.012,0.006,0.369,0.412
292000,1.346,1.79,0.0,0.202,0.009,0.005,0.369,0.415
293000,0.298,1.83,0.0,0.177,0.013,0.002,0.382,0.426
294000,0.9732,1.77,0.001,0.213,0.012,0.004,0.358,0.412
295000,2.67,1.85,0.0,0.201,0.016,0.008,0.363,0.412
296000,2.2032,1.75,0.0,0.18,0.011,0.009,0.38,0.42
297000,1.5512,1.79,0.0,0.185,0.018,0.009,0.363,0.425
298000,0.398,1.73,0.0,0.198,0.016,0.008,0.374,0.404
299000,0.038,1.7,0.0,0.196,0.016,0.009,0.366,0.413
300000,1.8972,1.79,0.0,0.197,0.008,0.01,0.364,0.421
301000,2.218,1.76,0.001,0.19,0.015,0.013,0.364,0.417
302000,1.19,1.71,0.0,0.192,0.022,0.011,0.362,0.413
303000,1.8338,1.75,0.0,0.205,0.011,0.008,0.371,0.405
304000,-0.4336,1.79,0.0,0.199,0.01,0.01,0.363,0.418
305000,0.928,1.77,0.002,0.203,0.021,0.011,0.356,0.407
306000,1.764,1.75,0.0,0.201,0.008,0.007,0.356,0.428
307000,-1.916,1.77,0.0,0.2,0.015,0.008,0.359,0.418
308000,-1.252,1.79,0.0,0.201,0.008,0.005,0.374,0.412
309000,2.8352,1.77,0.001,0.213,0.017,0.01,0.357,0.402
310000,-0.9,1.79,0.0,0.197,0.01,0.007,0.368,0.418
311000,1.98,1.83,0.001,0.207,0.012,0.008,0.36,0.412
312000,1.918,1.8,0.0,0.209,0.014,0.003,0.356,0.418
313000,1.642,1.75,0.001,0.208,0.016,0.003,0.364,0.408
314000,3.01,1.78,0.0,0.212,0.009,0.004,0.364,0.411
315000,3.41,1.78,0.002,0.203,0.017,0.003,0.363,0.412
316000,-1.108,1.79,0.0,0.21,0.01,0.003,0.35,0.427
317000,4.074,1.73,0.0,0.207,0.017,0.009,0.357,0.41
318000,2.3332,1.77,0.0,0.182,0.008,0.004,0.38,0.426
319000,1.131,1.81,0.0,0.205,0.017,0.004,0.362,0.412
320000,0.892,1.76,0.0,0.203,0.012,0.004,0.362,0.419
321000,0.042,1.78,0.001,0.212,0.011,0.003,0.351,0.422
322000,2.718,1.77,0.0,0.197,0.007,0.007,0.379,0.41
323000,3.13,1.81,0.0,0.22,0.014,0.001,0.349,0.416
324000,2.0398,1.78,0.0,0.199,0.007,0.003,0.362,0.429
325000,0.894,1.81,0.0,0.199,0.015,0.005,0.364,0.417
326000,0.124,1.75,0.001,0.2,0.009,0.005,0.369,0.416
327000,0.7672,1.74,0.0,0.194,0.013,0.004,0.369,0.42
328000,-0.3054,1.83,0.0,0.212,0.011,0.003,0.363,0.411
329000,1.7172,1.79,0.0,0.205,0.008,0.002,0.368,0.417
330000,-0.4268,1.76,0.0,0.214,0.008,0.002,0.354,0.422
331000,-1.2568,1.79,0.0,0.209,0.012,0.006,0.355,0.418
332000,3.004,1.8,0.0,0.208,0.009,0.002,0.366,0.415
333000,-0.022,1.76,0.0,0.196,0.01,0.001,0.368,0.425
334000,1.132,1.73,0.0,0.206,0.009,0.002,0.368,0.415
335000,0.0372,1.7,0.002,0.19,0.012,0.007,0.367,0.422
336000,0.496,1.78,0.0,0.204,0.005,0.001,0.361,0.429
337000,0.11,1.75,0.0,0.2,0.021,0.005,0.367,0.407
338000,0.362,1.78,0.0,0.206,0.006,0.007,0.363,0.418
339000,4.026,1.73,0.0,0.198,0.01,0.005,0.367,0.42
340000,0.52,1.78,0.0,0.193,0.009,0.003,0.377,0.418
341000,1.834,1.8,0.0,0.199,0.011,0.001,0.369,0.42
342000,3.1938,1.81,0.0,0.217,0.008,0.006,0.348,0.421
343000,-1.152,1.82,0.0,0.202,0.007,0.006,0.366,0.419
344000,0.9372,1.69,0.0,0.204,0.009,0.003,0.37,0.414
345000,3.38,1.74,0.0,0.208,0.013,0.003,0.359,0.417
346000,1.356,1.81,0.0,0.19,0.01,0.005,0.367,0.428
347000,2.296,1.83,0.0,0.196,0.013,0.007,0.352,0.432
348000,2.854,1.76,0.0,0.198,0.007,0.01,0.364,0.421
349000,1.406,1.79,0.0,0.22,0.012,0.007,0.348,0.413
350000,0.404,1.77,0.0,0.201,0.012,0.009,0.36,0.418
351000,2.496,1.8,0.0,0.222,0.011,0.003,0.347,0.417
352000,1.986,1.79,0.0,0.211,0.006,0.012,0.35,0.421
353000,1.692,1.72,0.001,0.221,0.01,0.007,0.361,0.4
354000,1.8652,1.78,0.0,0.198,0.01,0.004,0.364,0.424
355000,3.396,1.74,0.003,0.218,0.006,0.009,0.35,0.414
356000,2.3656,1.75,0.0,0.192,0.01,0.011,0.377,0.41
357000,0.4372,1.77,0.0,0.218,0.011,0.008,0.346,0.417
358000,-0.632,1.76,0.0,0.207,0.007,0.01,0.368,0.408
359000,-1.37,1.8,0.0,0.207,0.016,0.008,0.36,0.409
360000,-0.536,1.77,0.001,0.182,0.007,0.013,0.38,0.417
361000,0.0372,1.73,0.0,0.201,0.012,0.015,0.362,0.41
362000,2.4812,1.75,0.001,0.197,0.013,0.017,0.358,0.414
363000,-0.8508,1.76,0.002,0.186,0.008,0.017,0.375,0.412
364000,-2.438,1.74,0.0,0.203,0.012,0.008,0.367,0.41
365000,1.464,1.83,0.001,0.202,0.014,0.012,0.346,0.425
366000,-2.011,1.81,0.003,0.195,0.014,0.011,0.362,0.415
367000,1.6452,1.83,0.0,0.203,0.009,0.016,0.36,0.412
368000,-0.6184,1.8,0.001,0.187,0.014,0.013,0.376,0.409
369000,1.872,1.83,0.0,0.188,0.012,0.011,0.376,0.413
370000,0.0998,1.76,0.0,0.199,0.012,0.013,0.371,0.405
371000,-3.386,1.79,0.0,0.201,0.015,0.013,0.367,0.404
372000,0.2124,1.81,0.001,0.206,0.011,0.019,0.352,0.411
373000,-0.178,1.77,0.0,0.177,0.011,0.013,0.385,0.414
374000,2.616,1.81,0.0,0.2,0.011,0.007,0.369,0.413
375000,1.7352,1.79,0.0,0.198,0.02,0.01,0.372,0.4
376000,-0.462,1.82,0.0,0.201,0.018,0.007,0.365,0.409
377000,0.2012,1.78,0.0,0.192,0.029,0.012,0.361,0.406
378000,1.5392,1.77,0.0,0.207,0.015,0.014,0.356,0.408
379000,2.662,1.8,0.0,0.198,0.017,0.015,0.352,0.418
380000,0.226,1.8,0.0,0.202,0.008,0.008,0.364,0.418
381000,1.3684,1.8,0.001,0.209,0.014,0.013,0.355,0.408
382000,4.4212,1.75,0.0,0.187,0.011,0.018,0.369,0.415
383000,2.8692,1.85,0.0,0.195,0.01,0.017,0.357,0.421
384000,2.2452,1.83,0.001,0.203,0.013,0.011,0.358,0.414
385000,-0.7648,1.72,0.001,0.221,0.011,0.019,0.347,0.401
