timestep,ep_rew_mean,ep_len_mean,fold%,check_call%,raise33%,raise66%,raise100%,allin%
1089521,2.647,2.27,0.113,0.2,0.099,0.051,0.415,0.122
1090521,2.6744,2.29,0.129,0.185,0.105,0.067,0.411,0.103
1091521,4.2756,2.3,0.126,0.171,0.095,0.067,0.422,0.119
1092521,3.4782,2.24,0.113,0.186,0.093,0.05,0.446,0.112
1093521,-1.039,2.36,0.118,0.182,0.107,0.051,0.42,0.122
1094521,2.3944,2.16,0.132,0.167,0.105,0.058,0.428,0.11
1095521,1.196,2.3,0.122,0.175,0.106,0.061,0.423,0.113
1096521,6.008,2.33,0.111,0.188,0.107,0.058,0.412,0.124
1097521,1.1102,2.21,0.116,0.198,0.096,0.049,0.432,0.109
1098521,3.3356,2.28,0.128,0.181,0.089,0.054,0.426,0.122
1099521,2.837,2.24,0.131,0.184,0.103,0.058,0.411,0.113
1100521,4.777,1.97,0.122,0.174,0.083,0.052,0.445,0.124
1101521,3.77,2.03,0.148,0.16,0.078,0.061,0.439,0.114
1102521,4.2494,2.15,0.149,0.15,0.078,0.046,0.453,0.124
1103521,4.393,2.14,0.134,0.168,0.085,0.069,0.434,0.11
1104521,2.696,2.18,0.125,0.16,0.076,0.049,0.461,0.129
1105521,3.56,2.13,0.14,0.155,0.102,0.052,0.438,0.113
1106521,2.2564,2.09,0.158,0.149,0.097,0.044,0.446,0.106
1107521,2.7784,2.07,0.157,0.154,0.093,0.049,0.445,0.102
1108521,2.477,2.24,0.133,0.164,0.096,0.061,0.424,0.122
1109521,3.317,2.06,0.161,0.151,0.085,0.053,0.437,0.113
1110521,3.7248,2.07,0.151,0.143,0.066,0.049,0.47,0.121
1111521,0.792,2.09,0.168,0.135,0.084,0.053,0.453,0.107
1112521,1.191,2.07,0.127,0.164,0.065,0.064,0.449,0.131
1113521,2.7904,2.25,0.138,0.158,0.08,0.053,0.452,0.119
1114521,7.03,2.1,0.153,0.134,0.067,0.055,0.469,0.122
1115521,5.446,1.85,0.16,0.134,0.077,0.047,0.471,0.111
1116521,0.499,2.14,0.137,0.157,0.07,0.067,0.442,0.127
1117521,1.762,2.1,0.139,0.136,0.059,0.064,0.465,0.137
1118521,2.0,2.21,0.125,0.165,0.059,0.077,0.442,0.132
1119521,1.81,2.1,0.146,0.145,0.057,0.086,0.432,0.134
1120521,-0.839,2.21,0.117,0.16,0.057,0.095,0.422,0.149
1121521,2.5204,2.12,0.137,0.163,0.066,0.087,0.415,0.132
1122521,2.314,2.02,0.137,0.16,0.056,0.092,0.412,0.143
1123521,4.945,2.12,0.132,0.153,0.058,0.067,0.434,0.156
1124521,2.635,2.09,0.145,0.137,0.039,0.063,0.461,0.155
1125521,3.864,1.88,0.152,0.131,0.056,0.083,0.446,0.132
1126521,1.344,2.14,0.146,0.135,0.046,0.074,0.465,0.134
1127521,2.489,2.09,0.127,0.148,0.061,0.074,0.434,0.156
1128521,3.4844,2.05,0.148,0.14,0.054,0.08,0.454,0.124
1129521,3.4594,2.34,0.114,0.174,0.081,0.058,0.431,0.142
1130521,3.291,2.18,0.129,0.155,0.07,0.067,0.424,0.155
1131521,1.967,2.05,0.137,0.15,0.048,0.073,0.439,0.153
1132521,2.122,2.13,0.123,0.158,0.065,0.076,0.436,0.142
1133521,1.452,2.02,0.129,0.161,0.082,0.078,0.413,0.137
1134521,4.5664,2.04,0.139,0.148,0.063,0.078,0.439,0.133
1135521,2.846,2.26,0.124,0.157,0.06,0.088,0.425,0.146
1136521,3.642,2.18,0.132,0.145,0.068,0.083,0.43,0.142
1137521,2.5942,2.08,0.113,0.168,0.075,0.074,0.433,0.137
1138521,2.175,2.19,0.125,0.153,0.048,0.083,0.438,0.153
1139521,0.956,2.15,0.119,0.146,0.067,0.075,0.435,0.158
1140521,0.9706,2.24,0.106,0.168,0.061,0.078,0.432,0.155
1141521,3.429,2.11,0.128,0.151,0.069,0.079,0.433,0.14
1142521,2.9924,2.13,0.128,0.15,0.063,0.068,0.455,0.136
