phase,timestep,ep_rew_mean,ep_len_mean,fold%,check_call%,raise33%,raise66%,raise100%,allin%
2,465401,1.074,1.53,0.198,0.04,0.087,0.006,0.49,0.179
2,466401,0.186,1.47,0.179,0.043,0.089,0.009,0.487,0.193
2,467401,0.454,1.48,0.155,0.059,0.095,0.004,0.499,0.188
2,468401,1.182,1.39,0.146,0.049,0.095,0.011,0.498,0.201
2,469401,0.092,1.48,0.156,0.055,0.087,0.005,0.502,0.195
2,470401,0.218,1.43,0.184,0.032,0.071,0.007,0.511,0.195
2,471401,0.84,1.39,0.173,0.048,0.084,0.008,0.498,0.189
2,472401,0.808,1.37,0.15,0.045,0.089,0.006,0.531,0.179
2,473401,0.29,1.38,0.172,0.047,0.098,0.006,0.507,0.17
2,474401,-0.3988,1.35,0.183,0.041,0.085,0.007,0.502,0.182
2,475401,0.6204,1.32,0.168,0.048,0.087,0.008,0.515,0.174
2,476401,0.6,1.55,0.184,0.05,0.098,0.005,0.491,0.172
2,477401,1.484,1.49,0.149,0.049,0.103,0.004,0.498,0.197
2,478401,1.208,1.46,0.196,0.04,0.093,0.006,0.499,0.166
2,479401,-0.978,1.55,0.17,0.042,0.09,0.012,0.509,0.177
2,480401,1.526,1.41,0.182,0.048,0.081,0.005,0.503,0.181
2,481401,0.81,1.48,0.163,0.052,0.104,0.007,0.5,0.174
2,482401,0.434,1.44,0.176,0.041,0.089,0.005,0.506,0.183
2,483401,2.13,1.46,0.193,0.039,0.09,0.007,0.502,0.169
2,484401,0.6012,1.5,0.184,0.043,0.09,0.001,0.51,0.172
2,485401,-1.58,1.44,0.186,0.042,0.09,0.005,0.511,0.166
2,486401,-0.464,1.48,0.167,0.051,0.105,0.005,0.498,0.174
2,487401,0.478,1.51,0.152,0.043,0.09,0.005,0.506,0.204
2,488401,1.088,1.62,0.146,0.05,0.093,0.009,0.518,0.184
2,489401,0.394,1.43,0.132,0.046,0.1,0.01,0.522,0.19
2,490401,0.206,1.46,0.15,0.044,0.077,0.004,0.545,0.18
2,491401,0.562,1.35,0.159,0.033,0.083,0.004,0.546,0.175
2,492401,1.39,1.51,0.152,0.047,0.095,0.0,0.522,0.184
2,493401,-0.284,1.39,0.163,0.061,0.099,0.008,0.523,0.146
2,494401,0.36,1.45,0.178,0.046,0.107,0.004,0.502,0.163
2,495401,1.148,1.37,0.159,0.041,0.095,0.005,0.519,0.181
2,496401,0.71,1.5,0.174,0.041,0.097,0.007,0.512,0.169
2,497401,0.314,1.43,0.139,0.048,0.111,0.004,0.513,0.185
2,498401,0.128,1.48,0.163,0.045,0.094,0.003,0.506,0.189
2,499401,1.26,1.43,0.173,0.043,0.098,0.002,0.497,0.187
2,500401,0.606,1.53,0.152,0.054,0.105,0.003,0.505,0.181
2,501401,-1.688,1.42,0.155,0.057,0.106,0.003,0.489,0.19
2,502401,1.706,1.4,0.152,0.056,0.115,0.001,0.496,0.18
2,503401,1.27,1.47,0.168,0.032,0.096,0.005,0.505,0.194
2,503808,0.966,1.46,0.1548,0.0369,0.086,0.0,0.5111,0.2113
