timestep,ep_rew_mean,ep_len_mean,fold%,check_call%,raise33%,raise66%,raise100%,allin%
501761,1.8776,2.17,1.0,0.0,0.0,0.0,0.0,0.0
502761,0.4736,2.15,0.118,0.0,0.78,0.094,0.0,0.008
503761,-1.968,2.2,0.129,0.002,0.768,0.085,0.0,0.016
504761,1.208,2.21,0.112,0.001,0.771,0.099,0.0,0.017
505761,-0.516,2.16,0.142,0.001,0.764,0.08,0.0,0.013
506761,-0.612,2.17,0.127,0.002,0.763,0.093,0.0,0.015
507761,2.436,2.28,0.126,0.001,0.771,0.089,0.0,0.013
508761,1.7296,2.23,0.13,0.002,0.77,0.081,0.0,0.017
509761,-1.76,2.14,0.135,0.0,0.768,0.085,0.0,0.012
510761,-0.332,2.27,0.131,0.001,0.771,0.088,0.0,0.009
511761,-3.0264,2.12,0.142,0.002,0.755,0.087,0.0,0.014
512761,-1.776,2.26,0.127,0.002,0.767,0.093,0.0,0.011
513761,0.868,2.27,0.116,0.003,0.776,0.092,0.0,0.013
514761,0.572,1.98,0.152,0.003,0.756,0.075,0.0,0.014
515761,1.96,2.12,0.126,0.0,0.788,0.079,0.0,0.007
516761,-1.1064,2.08,0.137,0.001,0.769,0.08,0.0,0.013
517761,1.792,2.29,0.129,0.001,0.772,0.084,0.0,0.014
518761,1.6256,2.13,0.139,0.001,0.763,0.084,0.0,0.013
519761,2.024,2.14,0.129,0.002,0.776,0.08,0.0,0.013
520761,-0.584,2.22,0.139,0.0,0.766,0.083,0.0,0.012
521761,-2.208,2.07,0.144,0.002,0.77,0.067,0.0,0.017
522761,-2.964,2.06,0.153,0.003,0.764,0.066,0.0,0.014
523761,-0.0704,2.16,0.126,0.005,0.768,0.087,0.0,0.014
524761,4.1136,2.26,0.136,0.002,0.769,0.077,0.001,0.015
525761,1.7352,2.25,0.133,0.004,0.777,0.075,0.0,0.011
526761,-1.2392,2.31,0.134,0.004,0.767,0.083,0.0,0.012
527761,-1.532,2.26,0.127,0.003,0.773,0.083,0.0,0.014
528761,1.192,2.09,0.114,0.001,0.773,0.099,0.0,0.013
529761,0.2856,2.06,0.158,0.003,0.761,0.069,0.0,0.009
530761,-0.788,2.33,0.113,0.003,0.771,0.096,0.0,0.017
531761,1.0936,2.13,0.127,0.003,0.769,0.086,0.001,0.014
532761,2.7328,2.01,0.136,0.003,0.763,0.084,0.0,0.014
533761,1.22,2.19,0.143,0.003,0.761,0.071,0.0,0.022
534761,1.792,2.19,0.143,0.007,0.76,0.073,0.0,0.017
535761,2.456,2.05,0.15,0.003,0.761,0.071,0.001,0.014
536761,-1.788,2.07,0.124,0.006,0.766,0.082,0.0,0.022
537761,-0.4824,2.26,0.127,0.006,0.777,0.075,0.0,0.015
538761,-1.58,2.07,0.128,0.005,0.764,0.083,0.0,0.02
539761,1.0456,2.17,0.13,0.002,0.772,0.084,0.0,0.012
540761,-1.736,2.17,0.13,0.01,0.756,0.08,0.0,0.024
541761,-3.2544,2.08,0.126,0.004,0.76,0.09,0.0,0.02
542761,1.104,2.19,0.13,0.005,0.767,0.082,0.0,0.016
543761,1.068,2.23,0.122,0.009,0.772,0.081,0.001,0.015
544761,1.2152,2.16,0.114,0.008,0.762,0.092,0.0,0.024
545761,-0.156,2.04,0.138,0.006,0.762,0.081,0.0,0.013
546761,0.024,2.16,0.12,0.006,0.766,0.088,0.0,0.02
547761,-1.1624,2.24,0.13,0.005,0.767,0.08,0.0,0.018
548761,-2.576,2.24,0.133,0.004,0.762,0.079,0.001,0.021
549761,-2.204,2.1,0.139,0.002,0.758,0.083,0.0,0.018
550761,0.908,2.13,0.13,0.006,0.76,0.078,0.002,0.024
551761,-2.0024,2.14,0.122,0.005,0.775,0.081,0.0,0.017
552761,1.628,2.24,0.119,0.007,0.775,0.086,0.0,0.013
553761,1.6656,2.22,0.139,0.005,0.757,0.078,0.0,0.021
554761,0.032,2.2,0.125,0.001,0.776,0.079,0.002,0.017
555761,-0.4104,2.12,0.128,0.002,0.767,0.086,0.0,0.017
556761,0.616,2.25,0.131,0.005,0.784,0.069,0.0,0.011
557761,0.208,2.19,0.135,0.002,0.773,0.074,0.0,0.016
558761,-1.352,2.39,0.126,0.006,0.765,0.08,0.001,0.022
559761,0.6032,2.24,0.15,0.005,0.756,0.072,0.0,0.017
560761,-1.032,2.01,0.139,0.002,0.754,0.082,0.0,0.023
561761,0.1672,2.11,0.151,0.001,0.758,0.067,0.0,0.023
562761,0.204,2.22,0.143,0.001,0.756,0.08,0.002,0.018
563761,1.224,2.03,0.144,0.001,0.758,0.081,0.001,0.015
